	L-1	L-2	L-3	M-1	M-10	M-11	M-12	M-13	M-14	M-15	M-16	M-17	M-18	M-19	M-2	M-20	M-21	M-22	M-23	M-24	M-25	M-26	M-27	M-28	M-29	M-3	M-30	M-31	M-32	M-33	M-34	M-35	M-4	M-5	M-6	M-7	M-8	M-9
R0228V1	-0.00666718407585348	-0.0149320791712735	-0.0464666476672789	0.0419983719931598	-0.0166973700185331	0.0285496714043891	-0.0439554555908403	0.0270850507324083	-0.0327341370739371	0.00145643899603022	-0.0389875368234269	-0.0403651615090251	-0.0147711530318138	0.0239533768762834	-0.0132316110019339	-0.0164540797016035	0.00963838067692563	0.0111164329221444	-0.00407328762711581	-0.0312545523739929	-0.0207573039540321	-0.00137865949041269	-0.0189705645314393	-0.0126466997439347	0.044106879657464	-0.0376292334828289	0.0469338220384746	0.012485869063197	0.0416787068512946	-0.00423245467553647	0.0255401784822607	0.0439917853495388	0.00188396307641382	-0.0243302404487789	-0.033381873500054	-0.0414859911828796	0.0199594924712476	-0.0460196595173872
R0232V1	-0.0189195626093735	-0.0385481995682476	0.0691178754689005	0.055281468580298	-0.00404749445084594	0.0343546739953773	0.0101274707082972	-0.0148249783586132	-0.0166851722534346	0.0209734373896129	-0.0311792309033001	0.0440433187717098	0.0140168210245572	-0.0168759304898749	-0.0207607570934632	0.0291783166986624	0.0407999515550414	-0.0435827499728865	0.0448369645772517	0.0548045658966554	-0.0209155232505452	-0.0475106659328995	-0.00505844657509611	-0.0477111696145157	-0.0205216985967113	-0.0666367793569257	0.00919894532674148	-0.0149176862516913	-0.013201389835908	-0.014698898946978	-0.00602249306055746	0.0324982364969815	-0.0157844911818122	-0.0329120770610297	0.0992943934002863	-0.0127102217947555	0.0038333446882809	-0.0414287880648404
R0238V1	0.0346394482650624	0.122643582953623	0.00331605272171837	-0.0150347119007762	-0.0237483366176581	-0.019532038054331	-0.0258208379305869	0.0296562828571429	-0.0237392714700341	-0.0100623860094361	0.0534862948744026	-0.036248571875884	-0.0322300541502194	0.0267003565134714	0.00342431984897307	-0.0184381770505248	-0.0211063571467012	0.0901625901753564	0.00237369138572096	-0.0512784734300135	0.0309436162085714	-0.00289330952343372	0.00251693970613987	0.0565561910824533	0.0254815630000921	-0.0100823470618074	-0.032930834894562	-0.0112887783879419	-0.0116833737003302	-0.0268500152398687	-0.0343517241486586	0.0209371338736604	-0.024172290678333	-0.00815320064493232	-0.0338792124927787	0.0152719185869635	-0.00385083459637547	0.0956117120479183
R0235V1	-0.02794497090853	-0.0273755297612537	0.0265137156744395	-0.0581559305630145	0.0182025175252459	0.0319903883265973	0.0494882239875586	-0.0401469384933885	0.0470221899398843	-0.0522410637746929	-0.00106342444632997	-0.0353233201148308	-0.0375759082438172	-0.0539132495546347	-0.0516423122762427	-0.0507327561258479	-0.0201911450984368	-0.00817612869742814	-0.0402328599856849	-0.022763599587557	0.00913482222582588	-0.0565526272394948	-0.0473196514924079	-0.0276168618185832	-0.0723589910456655	0.0195417313741426	-0.044535637988724	0.0185568400393345	-0.049873275443308	-0.0176481232698105	-0.0192207098750287	0.0261100646890549	-0.0201490410622839	-0.0293927019983864	-0.0354628902216534	-0.00942036918933715	-0.0393732402358487	0.00866185203785794
R0237V1	-0.041249897569967	0.015826603671351	0.00953929853292935	-0.0332392118321363	-0.00442871161887729	-0.0479166559532432	0.0141857256182634	-0.0114124527879683	-0.0415321729596674	-0.0327450222533973	0.0356191040360021	-0.0451382836786989	-0.0461750803088492	0.00799816706713674	-0.0400695082196697	-0.0304802120398986	-0.00717747011599756	0.0234454954300617	-0.020366587621443	-0.0307767501131179	-0.0182575997265756	-0.0385219639269783	0.00835669128295698	0.0442629938821672	-0.0130790974831548	0.0856930800221252	0.00140743755690264	0.0599593844694369	-0.0128376028939631	-0.0226198692052217	-0.0105266534458498	-0.0414245841282058	-0.0167033986517038	0.00792776821600033	-0.00408987916523032	0.0311120358343682	0.0266961729039631	0.0661012459003049
R0225V1	-0.0520289268710411	-0.032731787240967	0.115850025522025	0.0213085597365171	-0.0316381046218356	0.0616691737128626	0.158029869843772	0.0242779338086216	0.112941982471291	-0.0420710143531296	0.0268472067294225	-0.0080380515326537	-0.00338193333324177	-0.0673205516583836	-0.0384531105514677	0.0186744063118196	-0.0139330875598095	-0.0658792066466492	0.0533169892449224	-0.0397605413728987	-0.0330236329537269	-0.0465533923051977	-0.0590340159426875	0.0223826505121148	-0.00477116687457696	0.0855906981063813	-0.000208214421479887	-0.0262976674282954	-0.0341235524943959	0.0866330653597221	-0.0226487634119752	-0.0104295187535876	-0.0488974853016717	0.0064186817366725	0.0402136719636208	0.045547775220991	0.0407944563539412	-0.0109479594067299
R0231V1	-0.0126194463146954	0.0125524170348618	0.0530034439011296	0.0121673073139391	-0.0225006512203192	0.00263709911379832	-0.0166753131318145	-0.0159036040698606	-0.0528224808293328	-0.0366709919304953	0.031431195919002	-0.0117871824506611	-0.0380185226809584	-0.0322940425223358	-0.0121580536272068	0.0937109190445284	-0.0221734115290046	-0.0245187494464901	0.0507475314480671	0.0106054302676843	-0.0374018773887305	-0.0678820155839753	-0.0336629763581021	0.0137658997944706	0.0596309618267919	0.0194541434318163	-0.0617560932889341	-0.0291944435259011	-0.0502887975435208	-0.0118884566589305	-0.0532574124652444	0.0357955439836166	-0.0164427357967176	-0.0342760368777919	0.0374452066126589	0.0262168964410621	-0.034071623849125	0.104358043926309
R0324V1	-0.0100766616101418	-0.0436820104349434	-0.0365578379130293	-0.0514284992387995	0.00652819411183875	-0.0103240148471568	-0.0188056705847475	0.0185142713207846	0.0934412982815673	0.0204145877353366	-0.0404943221698491	-0.0375423111279909	-0.000898635052841505	0.0921375464558821	0.0193012860361643	-0.0480923398453756	-0.0497749970047825	0.0335262943168902	-0.0391573485538459	-0.0066039156279263	-0.0515393903799799	0.0172488459009562	0.0636891182380992	-0.00974790601195658	0.0115101306568375	-0.0192748303204745	0.0274537255944505	-0.0087231730945482	0.0922921844712019	-0.00475252866233624	0.0304996260504011	-0.0158340372004851	0.0107413135505236	-0.0273805663670752	0.00278125860119349	-0.00178971083370275	-0.0362504992499541	-0.0296606166041029
R0322V1	-0.0495733056906317	-0.0166498888219871	0.0113122934069307	0.015369982703977	-0.0310501655782394	0.00897543722857336	-0.0344148979493028	-0.035649229883761	-0.0193445026067126	-0.0265368145296571	-0.024575914414994	-0.0451253029764072	-0.0450904664344609	0.00580573698093749	-4.25765711217497e-05	0.0215759572125902	-0.00534197644788999	-0.0543585710266157	0.0224716216090828	0.0143716429294455	-0.0071312120285829	0.0683461403029856	-0.0516609095749826	-0.074315552999946	0.0124968775061812	-0.0435160517163741	-0.02518033774114	9.25263418450832e-05	-0.0184217952947307	-0.0359308302629483	-0.046502574911441	-0.0487162214522134	0.0411055711483086	0.00519348371532633	-0.0100860388503632	-0.0386626105184768	-0.0072096286398359	-0.047351558444056
R0319V1	-0.0284060824176516	-0.0378249416023078	-0.0218957582539547	-0.043297929659934	-0.00121039990104061	-0.0140797320915359	-0.0205697304379106	-0.00838200507857946	-0.0155509578913331	-0.00347087629557145	-0.0227533077633505	-0.0412583555869853	-0.0291689553496593	-0.00348677826469627	0.0332928519697829	-0.0324898112906312	-0.0309723668713315	-0.0606158848088397	-0.0368205873527346	-0.029544341281071	-0.0323142233924413	-0.0394088817216108	-0.0191888639482688	-0.00346079097603575	-0.0226064329976203	0.00175349980402124	-0.0215943149864883	-0.00852515225578521	-0.0236658674425254	-0.0286288067297458	-0.0372501733731671	-0.0618297023250897	0.141776343189066	-0.0287606990161204	-0.0384152430997286	0.00655453299703267	-0.0445430559487764	-0.0275487948610114
R0314V1	0.0176057076639222	-0.0132285861670587	0.00447440050938194	0.00562729983163949	-0.021553300083862	0.0952631008839327	-0.037278934983408	-0.0201538665213087	-0.0131126516349656	-0.0388895775338575	0.0290938304763062	0.0115190134940041	-0.0403778633073304	-0.0261807917286465	-0.00894548085185505	0.00939878312348225	-0.019544532589527	0.0117685515786309	0.00168767149894398	-0.0131100628757604	-0.00752138237165976	-0.025138995130104	-0.0412932457020037	-0.00664665272355191	0.00131048148504765	0.059427737396028	-0.0253354109880358	0.0118367123674417	-0.0312788114390186	-0.00142435166174084	-0.0245381778069884	-0.07955778941918	0.00529363297256242	0.0297639278020729	-0.0324479354318346	-0.0156000872628034	0.0326061990631623	0.00564414415460633
R0302V1	0.00337345627323391	-0.0175868994959771	-0.0383832719163698	0.0103856377007506	0.000320924685086078	-0.0090685197575643	-0.0063055676663883	0.00101020407139374	0.0736881642497749	0.00670954918791778	0.0624115350298442	-0.0381539666736958	0.0137431757786858	-0.00103235152849646	0.0241135058427413	0.136524037988025	0.0572796770149306	0.00330064078042828	0.0381408284428116	-0.00284165137509419	0.077639436166899	-0.0479513316060737	0.0097208204420579	-0.022034643877442	-0.0757644052084434	0.0599808278282731	-0.00259057651443789	-0.00247497154067386	-0.0320850964564153	0.0137613291824558	0.00744003519025295	-0.0256325094052778	-0.0251629825969339	0.0211168489833206	-0.0294260627174222	0.040693696021133	0.00169908095999452	0.0510176668328708
R0305V1	-0.0725891268861207	-0.0412446142016021	0.0733238081488438	0.0508127204635086	0.0462078169505742	0.0280442605668138	-0.0255649647008292	0.055639674232467	0.0625409321920908	0.0184593535331853	0.065534558963212	0.0957500872018766	-0.00349903621636416	0.137470567325386	0.118872672888887	0.0204117137221678	-0.0397665120438025	0.0994349320343514	0.0288573355562336	-0.059733548068826	-0.0242406482423554	-0.0255869273479605	0.0592712081095701	0.0502452045654365	0.00377203147325182	0.0471993639434387	-0.0324228957480322	-0.00487393379068355	-0.00259997256574194	0.0474349933105435	-0.0142206704785489	0.0865066011698503	0.0815232765249573	0.0537065101389232	0.0432555672614957	0.045841461525235	-0.027493418350868	0.0166157832118729
R0312V1	0.0299962387838534	-0.0241141962716925	-0.0380991374029915	-0.0476454078363126	0.0289672398233982	-0.00487465682395096	0.291514809137482	0.0177683535969105	-0.00595098328445457	0.0380510108341583	-0.00539219052024972	-0.0444774065635659	0.0467554836731747	-0.0300598539379304	0.017904076590133	0.0251432825011891	0.161045421636305	-0.0575315106914165	0.0246519880101462	0.0067068914241615	-0.015656286016966	0.090593469038089	0.0116131935191247	-0.0103357549377343	0.0321510489098809	0.0784153862222683	0.0253260558904547	-0.0185001044312097	0.00296069839602495	0.0596249829222612	-0.0168295650492395	-0.0412393450722582	0.0498725896014275	0.01573736257581	-0.0483611845419979	0.141235857972523	-0.0152161058576937	0.0280758774795513
R0326V1	0.0701858376425231	0.195459550746524	-0.0661105331856612	-0.0355510973284079	-0.0191826721766374	-0.0141927121665643	-0.0254158698877929	0.0366337447247306	0.0154046945093675	0.0382093243428101	-0.00423517286810201	0.00972195833267133	0.0865334584746749	-0.00672036926301656	0.0235948831549799	-0.0313054445790202	-0.0354010579597816	-0.00877919128623329	-0.0212445460554179	0.0243956061373457	-0.0341017055921861	0.0238424131901167	0.0408017723969887	-0.0426777646490585	0.0517543057924412	0.0213586094850223	0.00783699355626838	-0.0127329195977096	0.0018169067689917	0.0127917362792271	0.0197936482155389	-0.0372907999481724	-0.0457334352904641	0.0093428295316004	-0.0499507124476601	0.0237196606787237	0.00165673026206044	-0.0131861462462968
R0308V1	0.0652729545509062	-0.024663139436465	-0.0260808240736281	-0.0173235023440872	-0.0722670467745087	-0.0362866980372752	-0.0513857224801121	-0.0817015293743535	0.0183519520755028	-0.0626185061398588	-0.0908235362357109	-0.0291703378802207	-0.0666257978933606	-0.0655126552691846	-0.0301736366112146	0.00920974121261381	-0.00835795036040867	-0.0895988558966237	-0.00703248612209827	0.0503594753592788	-0.00627201444436926	-0.063369748684089	-0.087899017688066	-0.0800604641608971	0.0668527413052265	-0.0103250904198174	-0.070047716660002	-0.00776149273795106	-0.0708371401983639	-0.0258970491516928	-0.0653796763193832	-0.046815457312831	0.00961277206680337	0.0228054097224847	0.0229602158889348	-0.057202744523165	-0.0195282172404495	-0.0555821134576251
R0306V1	0.00748523286589506	-0.0117980263057712	0.0163298382703767	0.0335458018107812	0.0531124055430992	-0.00769810679934212	0.00289751647376657	-0.0373958414190977	0.065391556668781	0.0143612236406367	0.00577108505662988	0.0679277745568955	0.0210207225559666	-0.0343736651384235	0.0261931779421959	0.0409115414258357	-0.0151094016765288	-0.0617723260451911	0.00893596610697519	0.0290926087419169	-0.01482911245687	0.0395479992702941	-0.0319242513176556	-0.0148097996554323	0.051366230302531	-0.00893094025172035	-0.0457164713350612	-0.0288724017018803	-0.0555895345163102	-0.0272852542833832	-0.0362311112906005	0.0439018920044341	0.0870544912567807	-0.0183645374711711	0.105975112104031	0.00718584039256395	-0.053211142390338	-0.0353527485926958
R0316V1	-0.049361764529216	-0.0142773234824125	-5.61523609016273e-05	0.0128135261363641	-0.0534921024660814	0.0185458704127486	-0.0260674966433489	0.0185768043102699	-0.00467692586316186	-0.0410487379977183	0.00848565947262308	0.135521151441523	-0.0397952124322503	0.0204947342907338	0.0244878912516908	0.0305803206940042	-0.0365728876609785	0.0177412144790273	0.0304747713892882	0.027260006637274	-0.0352131937687645	-0.00562282919912189	-0.0272116200202315	0.08508045571307	0.0434377316500659	-0.0365371816155863	-0.046480667604692	-0.0186936710478957	0.0165282384630109	-0.00562321306946802	-0.0207307967435883	0.0849572981477835	0.00350557273542018	0.0367352462566732	-0.0063212460454833	0.0366100773539016	0.0292641295504156	0.0464753049281611
R0309V1	-0.0403366138677431	-0.017415063735352	0.0140247848033484	-0.019320749885371	-0.00702048971952501	-0.0590532607148248	-0.0497528557897753	-0.0488499685847434	0.179997530749794	0.000591642130685364	-0.0571555629747735	0.026796193905836	-0.0111235297879817	-0.0544231479350817	-0.00485346387976813	-0.0138970273826699	-0.0457597637923822	-0.0574664976872752	-0.0170350411059797	0.035143899434743	-0.0380663435971251	-0.0229402578436538	-0.0459829336285987	-0.0481614581005403	-0.0930632613262036	-0.0313352565957452	-0.0408184576179896	-0.0347953257737604	-0.0640370482134344	-0.0395649060032304	-0.0408705880990912	-0.0159218993484937	-0.0175087369675302	-0.0268633941798262	0.026964540542177	-0.0291546323591898	-0.0380548851891639	-0.0380533859147827
R0320V1	-0.0563755760841665	-0.022820194992233	0.0364125602272116	-0.0457226877743429	-0.0361906928974002	-0.0242369047156223	-0.0203157458498858	-0.0123198260611324	0.0163190257025318	-0.015581254539322	-0.00164283117892863	-0.0322838894621626	0.00473153874550575	-0.0272440101191418	-0.0355356222530333	-0.0339824178121071	-0.00855210395006386	0.00981122086241217	-0.0444088720308444	-0.0252754485855983	0.0010814806434117	-0.0235332043715776	0.0215169453751415	-0.0415680324838248	-0.0148381206442721	-0.0247718033264927	-0.0114576064902142	0.00084299427473628	-0.0286457068756808	0.00625591851124641	0.04303457861949	-0.0364196304004987	0.103112120752689	0.00361745979509045	-0.000832735937640465	-0.0438863698153995	-0.0487395398610202	-0.0117398233916365
R0310V1	-0.0669663959511763	-0.0271797183581773	0.0636320720771716	-0.0248179224590073	0.0159273659138413	-0.0318477919626725	-0.0311544877344615	-0.014789466236887	-0.0419335562316949	0.0825811699159589	-0.0298758815729633	-0.0278193595326047	0.0686986538002131	-0.0148552191670182	0.0217922926051686	-0.0391964260189862	-0.0359438931939468	-0.0324343061476804	-0.0274324319774019	-0.0492985519793884	-0.0360173210469366	0.024224001537275	-0.0126362938084073	-0.0596919726506022	-0.0027322103041501	-0.0582254686893197	-0.00276406348383828	-0.0238842718490038	0.0133789575289459	-0.0155081136044421	-0.0204328686084236	0.0515429820839587	0.0536265230686982	0.00564658297375834	0.0231561038053293	-0.0338885952013111	-0.0604518236883189	-0.0349431898986563
R0327V1	0.0281708421935109	0.0227824320845647	0.00739162908348658	0.0319264705663633	-0.0311093709285206	-0.0353134266055747	-0.0157313492391215	-0.0408130273267791	-0.0330793580564532	-0.0124717415758828	-0.0187470944703892	-0.0419888463510217	0.0292795547695698	-0.0563896411374791	-0.0125577567229692	0.0408937080085523	-0.004234307664211	-0.057412969036205	0.0579341780563622	-0.0505988936797868	0.00575847058850484	-0.0784978678676284	-0.0445121666047182	-0.0485233139392289	0.0494748158741572	0.0599563205001401	-0.0527347235082674	-0.0125462712112559	-0.0747481166388189	-0.00273579751423446	-0.0567476756646219	-0.0346291160591089	-0.0271041013038129	0.0197632216389588	0.227629923879472	-0.000989255549281217	-0.00989797350031581	-0.0223680623934914
R0325V1	0.0393315614275833	0.0318369718964938	-0.0551610737369632	0.00673014191648213	-0.0684743166091268	-0.00481006862070197	-0.0238592606297158	0.0117210933562959	0.0393799064426517	-0.0463227558097515	-0.0477479819344311	-0.0415094143689115	-0.0194405454571285	-0.0606599176195693	-0.0556589081764835	0.0303263033769241	0.00885960949661025	-0.0641756352372305	0.0133062632809887	0.0831922295443316	0.00404160750226267	-0.0145616813277731	-0.068442187868071	-0.0416833832497602	0.0584775211835076	0.0141592174641759	0.0350274728517058	0.00227084126515773	-0.0312229912372305	0.0755492764982947	0.0662029291274717	-0.00733822834269113	-0.0277031408277339	-0.0090291267925097	0.0154341884231321	-0.0426068434115653	-0.00473490877517533	-0.0427651623135767
R0323V1	0.060367336769959	-0.00967072414877903	-0.0405051377758499	-0.0139659847131023	0.00160064797269572	0.0438059161623459	-0.0318540348635665	-0.0377583384997981	-0.0229318319467831	-0.0417738341738084	0.0168474528657207	-0.0318476631361524	-0.0567112082196308	-0.0350053211664241	-0.00807260459277744	0.0122468606551645	0.00244808284205474	-0.0192143926957972	0.00551746520726527	0.0124120031552633	0.0314658859863666	-0.0634308939883663	-0.0554430962787221	0.0398484411814796	0.00529397373990557	0.0246069283458025	-0.0575713966379934	0.013849025737778	-0.0699746551626624	-0.0404179936651579	-0.0520127638632485	-0.00655067848059101	-0.0190262615895334	0.0094892678195221	0.0407527450103101	-0.0279367929169743	0.00884273818476683	0.0208164778109027
R0318V1	-0.0274281606424307	0.0261049123996532	-0.027122909030101	-0.0286869861613237	0.0917222675319363	0.0933280200559583	0.00298370174537078	0.0303395098046417	-0.0214697966014651	0.170605972295465	0.0975800032441909	-0.0121274496564165	0.00526799124556734	0.115773967519983	0.184905097924941	-0.0162371434819621	-0.0427858999257797	-0.0266243505560378	-0.032916914134781	-0.117778412926096	-0.0431707426874627	-0.0122182805657757	0.0147953626652324	0.097009842040697	-0.000320833613563698	0.151119026642773	0.0243044572250277	-0.00712309835611036	0.0433122674345378	0.0685139244506847	0.0276965706137451	-0.0925195366935044	-0.0622518414439473	0.00285114655382204	-0.0382688700928511	0.146460394269613	-0.0364452348683971	0.0592847429140816
R0321V1	-0.0188718211368802	-0.000722096029873413	0.0108240816273898	-0.00654837680460355	0.0325425109553925	-0.032991642571751	-0.0178917518576351	-0.00962697272355964	-0.00608090855696058	0.0764708454763369	0.0787946544460537	0.044241984420714	0.0225683224011867	-0.0245480208527666	0.0661530686105855	-0.0459417472817349	-0.0306071649396898	-0.0504212999197454	-0.0415302659767969	-0.00910074756717863	-0.0286894332314031	-0.0230383465003405	-0.0116188405443761	-0.0253208900931632	-0.0188487422163021	0.0370693192666274	0.0229631097174091	-0.0208620535531882	-0.0415637786137392	0.0276628044288498	-0.0213298799126789	-0.076341586758018	0.114835972915982	-0.0213931286394831	0.0443249951214455	0.0238626446546037	-0.0470614152560612	0.000804163459295638
R0313V1	-0.0218038906766447	-0.0108529447685289	0.0262508503144109	-0.0162342725304797	-0.071856130678094	-0.0608868281895468	-0.0559234937536975	-0.058574003620741	0.0244182043106949	-0.0190465241051826	-0.0563260623349435	0.00230297409916444	-0.00962816499181203	-0.0639528773500775	-0.00816408247520413	-0.00382552346302228	-0.0364848490707958	-0.0494765533640307	0.00314401163130985	-0.00502489455399563	-0.0293032165686014	-0.0629703878990778	-0.0453529391574769	-0.0673579574762475	0.00726525436445734	0.039847816546505	-0.0412240335312257	-0.0402482911080319	-0.0728761587721317	-0.0362643520537639	-0.0466522467831931	-0.0225825767402675	0.0130904754766978	-0.0306696666134345	-0.026355147551416	-0.0145743756862716	-0.00948930740511629	-0.016753292209811
R0419V1	0.00982337767533833	-0.0423171726133171	0.0218318736753775	-0.0137023083028515	0.140656207846547	0.208960375000085	-0.0113667194186647	0.0264315728948239	-0.0207395133373109	0.0198130621486924	-0.00667041140078224	-0.0309302886709361	0.0488015425019377	0.0528201426838742	0.0738598778614708	-0.019285586722323	-0.0170268271538313	-0.0119594653992462	-0.0389095876082896	-0.0208668378735032	-0.0223818847352149	0.0165643004264413	0.0252797007469423	0.0518745518844849	0.0220303693203804	0.113542286432843	0.0112542123671078	-0.0109139942435213	-0.00979550125710678	0.0413234284604994	-0.0139244410183595	-0.0935530209572638	-0.0529593690435085	-0.00303751498310185	-0.039819272055909	0.0538032531593103	-0.0418305130749356	-0.0291765529925608
R0405V1	0.00347060302702729	0.19785597564642	-0.0547158669993642	-0.0713948270695055	0.0100400730016215	0.0943432685369983	0.0513250329634439	0.0674857276541908	-0.0469895288127749	0.0683511341391767	0.0833034648630377	-0.0334450907097256	0.109503426385334	0.0859250044288614	0.0878062588851857	-0.0274442797732404	0.0116434748643862	0.147789126778125	-0.0412020168844077	0.0847994754741895	0.0122953512379027	-0.0125011147643317	0.106967312286871	0.1339976220271	0.0249567853663377	0.098375027632367	0.0995949111480453	-0.00865680108973642	0.0923951052054666	0.0152123773726876	0.0656615328957176	-0.0884382818718717	-0.0651055864712225	-0.00799152590954107	-0.0530577360284881	0.090428170182233	0.0150794808097073	0.125090245241397
R0410V1	-0.0318500347093814	0.0303587679421888	0.0117461665048478	0.00327036010263757	-0.0423818625466564	-0.0435860587239655	-3.37238406280097e-05	0.0173727529269678	0.0327918629179816	-0.0138390556911468	0.0239334751283934	0.0463721926925686	0.0357916274485476	-0.00859490798522675	-0.00464480478104578	-0.00238717456551705	0.00835939507954398	-0.00752924602533179	-0.0135721395091438	-0.0277085316666111	0.105021629800537	0.0292680458970135	0.0232766342618577	-0.0243964301836967	0.0325183377199032	0.0384458750307934	-0.00718771206663644	-0.0294373527031671	-0.0127127901359036	0.0323527766003588	0.00886087558914089	-0.0292146165641313	-0.0684556666116221	0.0428822459215406	0.0739457947230613	0.00151761957570188	0.000548173849651712	-0.0164922689808455
R0414V1	-0.00531651206560371	-0.00651376948171539	-0.0205975496806106	-0.00252176876585931	0.0359490153765363	-0.0374880007710834	0.0108158487979842	-0.00176982616625774	0.0161207684430594	-0.0363388268454311	0.00680484126180564	-0.0352000767854747	-0.0340777263624748	0.0212319379164621	-0.000840547808762757	-0.0149497163293055	-0.00965834259295911	-0.011829439920839	-0.010606330715741	0.0596722727074854	-0.0328259326373927	0.0115774123207531	0.0225817602441033	-0.0260359499204493	-0.00520976182065076	0.0544339060961243	-0.00774305049309175	-0.0297190617956458	-0.00189480058883969	0.0245907068605837	-0.00132160667673238	0.0165428568958269	0.10461493861381	0.0142840269422153	0.0581935072026588	0.00647530387862853	-0.0263272543618486	-0.0241213488630525
R0412V1	0.0178754028548309	-0.0308034038896083	-0.0542923353981232	-0.0332410614671563	0.00677041726010883	0.00263652683296477	-0.00855790277349825	-0.0105917461465891	-0.0228318916143713	0.0315194738591726	0.0146849309836579	-0.0218560757465148	0.0314612735719322	0.0109470828416398	0.0399054119073946	-0.0206135494846709	0.0276710265946655	-0.0365786689169312	-0.0389401512546941	-0.00140576005048198	0.0504884235753677	-0.0568736415173736	-0.00626558175519978	0.00830286309655163	-0.0188108173506515	0.0313209227034094	-0.0327441008017939	-0.00643354419111259	-0.0407793136632513	0.021376748123169	-0.0129751278701141	0.0374538852110142	0.0239232518726744	0.0538527150410745	-0.037228997172992	0.0399581689795486	-0.0387875854382797	0.00657429418404496
R0409V1	0.0129550769925878	-0.0429645478261044	0.058594349003425	0.114236824530825	-0.0237707264810553	-0.0187853584054027	-0.0289339883132282	-0.0477673620990683	0.0349391846235921	0.13022721098647	-0.0698355670470576	0.0301015986738835	0.0687413749752179	-0.0510970862534982	0.00456093349936516	0.137792232854534	0.0502104311547571	-0.0704737297722159	0.186005875756076	-0.0448123014458289	0.0961105173784257	-0.0168290528632641	-0.00493694119471217	-0.0269387992052308	-0.0312588811878646	0.0183682599792445	0.0257246100664853	-0.0296176643997974	-0.0361456308656673	-0.0194356724443401	-0.0199853257238775	0.074593619589571	0.033035054929006	0.0256345594741575	0.0223487197514728	0.0485416487403811	0.134948998681582	-0.00720743806971419
R0406V1	0.000328067536361117	-0.00372891504505682	-0.000121818289188678	-0.0427291642182979	0.00292626394345391	0.0529563945907762	0.00253260067921616	0.00841983026824697	0.0173574670897274	0.0113224386551388	-0.0121273196021925	-0.0234769684231684	0.0184214404629105	-0.0482249317303034	0.0150240930079417	-0.0242198506982048	-0.017205053020611	0.0417280082630954	-0.0196519115993584	0.0404611255928854	-0.0183224605813483	-0.0227220016338674	0.0137733479916127	-0.0353297409706015	0.0260976663573016	0.150784189173453	0.010235824649158	0.0145095506321827	-0.0355860265337436	0.00907915080975616	0.0347322617721385	-0.0421742529336527	-0.0225748040583456	0.0320377495626366	-0.0276372140184482	0.0197409546952464	-0.0080844260374988	0.0331930017482724
R0413V1	0.00123531507298323	-0.00554269132071205	-0.0593169039622894	0.00838097525467936	-0.0325490508576161	0.0264747105216396	0.0116107332583959	0.0162749417081186	-0.0279190860118838	-0.0173561842768939	-0.00246278525383569	-0.0438003726589124	0.004311023566643	0.00596169804077906	0.0172075122172975	0.0483066023208969	0.0130383542335589	-0.0331899167505594	-0.0123544749120839	0.0117246255051166	0.000876515685769427	-0.0215772816839951	-0.00220173069523101	-0.0038479430842247	-0.01266385975361	-0.0594110161534006	-0.0261619758249519	-0.0230382059954671	-0.0111084092630873	0.0282465422156274	-0.023552587272361	0.0528918336293052	-0.000994764360422245	0.0550745189485448	-0.00496280865465772	0.0205833634142962	-0.0394533182322947	-0.0315435285994754
R0401V1	0.0507350032901832	0.0341117431674923	-0.0686589467641461	-0.0264001171207595	0.0247010205389712	0.0545732928436238	0.0157714024331631	0.0461018210511596	0.0218712525529122	0.0271191174332059	0.0959693065754696	-0.016510777227787	0.0529674772946489	-0.00103884945402535	0.0887667435578916	-0.0256826887420156	-0.0389776715488421	0.0154016110161589	-0.0164749643944862	0.0277224809979372	-0.0421430821761647	0.0306281987378781	0.0629010019907271	0.0533140644130797	0.0378334894512855	0.127254489003567	0.026744681824689	0.0594225100945853	-0.00669636564125312	0.101910371814758	0.00493867100248919	-0.0592999309730472	-0.0530579920840685	0.00418407470651535	0.0485069641546494	0.0930769979347636	-0.0279576511011637	0.0183511900360811
R0416V1	0.0130789853837754	0.0467995521035565	-0.0502562093511379	0.0582378968724465	0.0659688786403097	0.077580864013929	0.0815893674371873	-0.000403470731248608	0.0121443907153928	0.0735834542716462	-0.0660435615435476	0.0310680804108953	0.0838432922433141	0.0349586632388343	0.00947111890955351	0.0298207558028802	-0.0207598283276509	0.0904134967280302	-0.00473158046769582	-0.0638067832397061	-0.0202768710648856	-0.00756887213425785	-0.0226330932310012	-0.0263765492309656	0.047874683158473	0.0138255732401253	0.147585371276261	-0.0111348110281567	0.0831243768380191	-0.0335945975899893	0.0423093751581271	-0.00634565984618385	-0.0135224933253194	0.0948561124953268	-0.020451903116614	-0.0245283649992072	-0.000455150639465789	-0.0549162992688422
