	L-1	L-2	L-3	M-1	M-10	M-11	M-12	M-13	M-14	M-15	M-16	M-17	M-18	M-19	M-2	M-20	M-21	M-22	M-23	M-24	M-25	M-26	M-27	M-28	M-29	M-3	M-30	M-31	M-32	M-33	M-34	M-35	M-4	M-5	M-6	M-7	M-8	M-9
R0158V1	0.0703404205910896	-0.0348496281417647	-0.0140025211527019	0.0216232523893001	-0.0206942775716763	0.0230117363105483	-0.031139807742223	-0.0312695376423325	-0.00657780191760667	-0.0150943124992981	-0.0632553613384226	-0.00245620534500071	-0.0341168828848967	-0.0312885133059198	-0.0554376921642751	0.00948722015800296	-0.00573632264689297	0.00707212042259486	0.0501629989654578	0.0390292848666946	-0.028094824360348	-0.0106982812807866	-0.0499548792144038	-0.0167405122854116	-0.0448745361561268	-0.0288948469280639	0.0677492835747391	-0.0124744765764909	0.0215250506185803	-0.0181697962341836	0.0158154764049737	0.0149814599727818	0.0450291941109262	0.0370086648793364	-0.0265316752454721	-0.0545809703694815	0.0314772078208003	-0.0435188103337757
R0125V1	-0.0138406888675761	0.0117327795639624	-0.0131658205125613	0.00190828244792553	0.109423618685774	0.0059661759542152	-0.00329742580689497	-0.0231673366980314	-0.0481557522135339	0.0282381078546798	-0.0419809544088208	0.0773232639769552	-0.00319071122343445	-0.0359802203325674	-0.0185346428803678	-0.00980129759314272	-0.00891836317341947	-0.040332076218474	-0.0227755569167802	-0.00558994503767292	-0.0210989196722644	-0.0152903021288491	-0.0289209494653881	-0.0238224894933083	-0.0481616703929023	0.0596562523955403	0.0521103422521315	-0.0289220357535835	-0.029428825097084	0.0472426570987342	0.0362815754390915	0.0761764819548896	-0.00904988374093274	-0.0219631036603788	-0.00479262269199837	-0.0303425728584263	-0.0554241567919425	-0.0513506327445363
R0140V1	-0.0320689020128044	-0.0133432006758497	0.0398962576385579	0.00297322624568756	-0.0386369540474341	0.0384053993451074	-0.0441581721010683	-0.0695033003850432	-0.0354416227390793	-0.0598689816893876	-0.0467004964189536	-0.0426158114530288	-0.0517219388308491	-0.0604989562731938	-0.0500027100462249	0.0211663961433716	-0.0265633115509896	-0.0192664600927452	0.0343805183489352	0.041119719982904	0.00123232154852429	-0.0326568862500906	-0.0435310966606096	0.0421564903439498	-0.0105605058887597	0.0301934564430656	-0.0424605998252242	-0.0113459240509491	-0.0606859658065973	-0.0706102220569989	-0.0446031136855557	-0.0465744123870114	0.012694016030954	-0.0240530501436051	-0.00955200691357845	-0.038703393068973	0.0843670861222173	0.000219686741608966
R0145V1	-0.0119958529856714	0.0625632048026439	-0.00939633210454422	-0.0403818528083457	0.000293411219412692	-0.00192925965901218	0.0660669444722225	0.0110396805808802	-0.0484239128919078	-0.0277326808769334	0.0254514009049259	-0.0345538563437245	0.00261902845631389	0.00434732067468206	-0.037833249779611	-0.0261853137173849	0.00848963908652999	0.0110358448822908	-0.0315936519771845	-0.0379533055643591	-0.0148438115515276	-0.00792737124996078	0.0184329592461969	0.0559513314031472	0.0137945036022057	0.00833911864592722	0.0392468717777	-0.0113737152621675	0.0329489033640284	0.0230688293166752	0.0161803383982696	-0.0617011405075212	0.0230627167060755	0.0192192624756447	-0.0460414271694773	0.0203156525119334	0.0211727079911357	-0.0100904660451181
R0129V1	0.0291009878817012	0.0791983995200017	-0.0501895902194643	-0.0141987178794744	-0.0363371270880874	0.0304496679579182	0.0150190683619821	-0.0263979465756993	-0.0236003676716919	0.0124999232505302	-0.070812348096266	-0.0236307357809624	-0.0431079918870301	-0.0384868528991466	-0.043677575090061	-0.00732832262144506	0.011370200274324	-0.0457744878711508	0.0110978051558624	-0.0800448780973835	0.0468112745698369	0.0210751712700122	-0.0579229872266061	-0.0485616019452499	-0.0392925508259337	0.0558181122024259	0.136478729504113	-0.0292720751093108	0.00895707906805286	-0.0101245531715569	0.0290135777081469	-0.00547241157686391	-0.0481891659646408	0.013487923907009	-0.00494554046984464	-0.026410075079965	0.00462570903751826	-0.0518562781148625
R0152V1	0.00461646471271204	-0.00678297827334597	-0.00857976506962317	-0.032329827644155	0.0501272204521631	0.0216462873530845	-0.00109497208703378	-0.032825546789029	0.0613224346560819	-0.0107349204573596	-0.0176937293571125	-0.0387247057393953	-0.049472814986483	-0.0165798305279061	-0.0407864187282498	-0.0224432653759116	0.00586406588172251	-0.033149935271094	-0.0163690362223929	0.0275491278567184	-0.0368778943299905	-0.0379106716615708	-0.0408250581038737	-0.0490294063229102	-0.0148955106368722	0.0326635117548329	0.0239946954391367	0.0615856821554016	-0.0162326842058188	-0.00814160112335484	0.0260651026112783	0.00267039017431102	-0.00200012344742071	-0.0146539864923442	0.00687682000695636	-0.0225148278147833	-0.000314646635209349	-0.0389639395906657
R0132V1	-0.0623555088561519	-0.0132221963401387	-0.000132915971008397	-0.014210857760543	0.00840175450244345	0.067646728735011	-0.0402676407278279	-0.0503509873797484	-0.0163817145456077	-0.00370872860943849	-0.0498436790425226	-0.0359291339174171	-0.0473412308537376	-0.0514668004894273	-0.0281849942756709	-0.0274959640604156	-0.00640843053330627	-0.0592906028726867	-0.0345619541168804	-0.0137001624711201	-0.00994050107052737	-0.0238947429067897	-0.0642821840969784	-0.0639314926522511	-0.0283656247780712	0.0104881443026258	-0.00766306008182571	-0.0038507701140882	-0.0480352534525602	-0.0479635630547105	-0.011445400644071	-0.0686723101334487	-0.0711425064265166	-0.076691092930547	-0.0278126354063376	-0.0560396568996079	-0.00574515659249574	-0.0514135815741563
R0150V1	0.0699208286893668	0.0658609743857884	-0.0787305211909155	0.0258305713957687	0.0165992329848764	-0.000764904511534546	0.0129730670777513	-0.0341095586415747	-0.0446890096669553	0.0237691720744642	-0.0196004995517571	0.00605463750779849	-0.0260974006017725	0.0166819182339551	-0.0131901251203729	-0.00184580547282194	0.00819017957293261	-0.0214520537817609	0.00258655539328362	-0.037273987686991	-0.00382494968032082	0.183187874366112	0.00784319956639824	-0.0357582017231065	-0.0336779130794624	-0.00794204108397306	0.0159665709636866	-0.0247029552138673	-0.00574572137942756	-0.0398575136695544	-0.0384111918340639	-0.0363711013725895	0.0223583114115716	-0.0207780235881243	0.0458427060227808	-0.027458310257764	-0.0267656201495437	-0.0319159098702912
R0143V1	-0.00170502399693306	-0.0382476128555751	0.0172605030318472	0.0227358377180664	-0.0284217604862195	0.0391646276475923	0.0120372619437439	-0.0125463508109651	-0.0606442534539775	-0.0487426680097829	-0.00665524269187125	0.159797572030201	-0.0249681330073047	-0.0221705774207724	-0.0591987557754696	0.0110358748415256	0.0059736297676371	0.0251600708756369	0.00192126951804718	0.0084592081561324	-0.0122759093204051	-0.0170072284843311	-0.0101778647802379	-0.0252030879911423	-0.0443182367531832	-0.0475199877938522	0.0109162238438124	0.0082061385044426	-0.00570295901186139	-0.00636695391876513	-0.00225136561351001	0.0550671627659819	0.049576690057356	-0.043692231934986	0.0253867967156537	-0.0397412953208724	-0.00394177326192169	-0.0273704087593353
R0156V1	0.0329851391012079	0.114747938105424	-0.0332012061709418	-0.0552727185580734	-0.00287780560450609	-0.0185435990362481	-0.00751653123725915	-0.0260323429669143	0.123980175766145	-0.0226595495130055	0.0225196060637606	-0.00619722239496746	-0.0305483293127655	-0.0181081170132674	-0.00924893160116039	-0.0524838956228314	0.0331573177845517	0.00240376276993706	-0.0463796575073741	-0.0692660638821583	-0.000801013845477109	-0.0400760631894154	-0.016068806699017	-0.0308086974896805	-0.0642201448806829	0.0756408745937038	-0.032424822609888	-0.00845761918405185	-0.0366490979851335	-0.0194155482215918	-0.0109494785018137	-0.00543894067379808	-0.0242693444209858	-0.0186404144842897	-0.0510325492110497	-0.00194223157108339	-0.0400182084087891	0.00126034300383197
R0109V1	-0.0293728036770716	-0.0509596656338984	0.0187065473621547	0.00931252410759464	-0.0220996876719615	-0.0564293928386047	-0.0181949889550957	-0.0304500078661238	-0.0098125542717679	-0.015576381504644	-0.0256040899895594	-0.0102210005493442	-0.0556258218809969	0.000516321233991038	-0.0275191483842292	-0.0256189058548314	0.0136003814509108	-0.0335801845841586	0.0126626611150726	-0.000586979193699152	0.0571861400352321	0.0657070666043615	-0.0435515125498248	-0.0227059026334586	-0.013813600321264	0.0342918641047259	0.0403399961861904	-0.0414694174632205	0.0219465021385735	0.0579806747402506	0.00303738473281752	-0.0461841186834704	0.0678405714784198	-0.0380317551632233	0.0281610277497878	-0.0278244044804535	0.013309844980022	-0.0363573960034621
R0104V1	0.0589576538984406	-0.0256079662306851	-0.0592763007935216	-0.0241378685376839	-0.0149689921570344	0.123001105010622	0.0448077980720873	0.0209868863748382	-0.0877064469727342	-0.00970178017149985	0.0285978331936048	-0.00977691898603532	-0.0056170371090229	-0.022081001808491	-0.00472348963145598	-0.009634233534643	0.00490302255689341	0.0143071334067134	-0.00798704482657609	0.0240553497992732	0.00637445391033932	-0.0374709356217739	-0.0103693243653263	0.00678090067442923	-0.0300114802148518	0.0328258042471493	-0.00420147190100762	0.00797930204348914	-0.0254753791082393	-0.0417933773437704	-0.029609160607368	0.045523978323466	0.0928170909393183	-0.00998688112595801	-0.000890047675517924	0.0431870991686924	0.0230586165384621	0.107670300874387
R0135V1	0.0029169160938873	0.000126946778324219	0.00897649884592884	-0.0179470813164999	-0.0190360763206899	-0.00945503772617493	0.0292195506327721	-0.0222420898831278	0.026834655629495	-0.0327827384373768	-0.0307675871512299	-0.0440709142786216	0.019480739844202	-0.0330356302531114	-0.0213845060037355	-0.0210633024978243	-0.0374828689318621	0.0493689922545799	0.00532850229796464	0.0420165201475088	-0.024454258865796	-0.0273236233211516	-0.0269860705857136	-0.0350166166673209	-0.0442177858822474	-0.0403312230626861	-0.00279009822047905	-0.0192817622970486	-0.0230394581535627	-0.00695696528877802	-0.0529963930444793	0.0448300303680147	0.0150798528756834	-0.0244161527173428	-0.00693000506934301	-0.00778626036771255	-0.0589370518989893	-0.0219082204195576
R0153V1	-0.0336594923034942	-0.0363143265182663	0.0186011935936734	-0.0315967600347935	-0.00180552277766683	-0.0612207161862649	-0.0421234141041515	-0.0759496864104179	-0.0465353860621275	-0.0431161729724949	-0.0831756212732115	-0.0437788033114119	-0.078504206439442	0.00233539945681193	-0.0582713109173669	-0.0314094985861525	0.243772936621051	-0.0612121982184032	-0.0347773445370349	-0.060143233369212	0.275839016851261	-0.0105702822811852	-0.0611412485933433	-0.0703018178063411	-0.0534149466937593	-0.0824252799895452	-0.053106156580092	-0.0432275567067759	-0.0410375936456923	-0.0646576949926717	-0.051989719205964	0.0191176630878195	0.118418589703107	0.0767591484135033	0.00357867565661213	-0.074011178700182	-0.0509252282821202	-0.0553246677532887
R0166V1	0.0283228018841106	-0.0350520969470123	-0.0317946680706439	-0.0640806396132533	0.00816865553823416	-0.0267584717772622	-0.00233462600740115	-0.0408531978425854	-0.0056851927003903	-0.0185253399215223	-0.004104181802573	-0.0254970364493806	-0.00611970098205568	-0.0642989582149116	-0.0510659062713616	-0.0282041747971692	0.0477607418384233	-0.039806703588455	-0.0470805541862779	0.0147725014425807	0.0700258705417195	-0.0686607775503562	-0.0346550854200884	-0.0126100030474095	-0.0430375914531015	-0.0637556791669619	-0.04076955022734	-0.0292283295911429	-0.0653748749223461	-0.0559358120330708	-0.0219590321515256	-0.0148042507524959	0.0102603378824512	-0.0110523980478085	-0.0350152997558002	-0.0188390044334397	-0.0496515167901296	-0.0152694007175942
R0114V1	-0.00207411583851518	0.113247485161286	0.0219604148590698	-0.00795341732445224	0.0480145723276803	-0.00459906004301784	-0.00626272612205401	-0.0116310850838311	0.00733577647703967	0.0265608472317602	-0.0228352508513798	0.0186060659819269	-0.0150181262269222	0.0302220021621241	0.0428747919692853	-0.0332121590900258	0.0116498798436637	-0.0177012094370048	-0.040450969411038	-0.0229795045312494	0.0768235397808893	0.000860931316715618	0.00913602292645269	-0.0458204598460693	-0.0334340048626082	0.0193438135779319	-0.0233364285488828	-0.0115110375228301	-0.0275548547843265	-0.0226971929560859	-0.0248242281859908	-0.094665144753088	-0.0515444208311398	0.0174056818638459	-0.0558072650888848	-0.0233185784377438	-0.0489476155532202	-0.0261227986929637
