,module,kME,kIN,rename,HbA1C_estimate,HbA1C_p.value,HbA1C_p.adjust,HbA1C.adj.partial_estimate,HbA1C.adj.partial_p.value,HbA1C.adj.partial_p.adjust
LPE 22_6 sn-1,darkmagenta,0.859615069345636,0.154820377311168,M7-LPE 22_6 sn-1,-0.0467394700279353,0.352967570509446,0.643258656535907,-0.0340295129156012,0.500619376514895,0.762662331409411
LPE 22_4 sn-1,saddlebrown,0.868548620681176,0.214898572941147,M27-LPE 22_4 sn-1,0.120979030479006,0.0158759987485178,0.156620577658585,0.123055171523359,0.0145209784902631,0.166564165035371
LPC 20_5,green,0.899915686221732,0.887289277327756,M12-LPC 20_5,-0.0816824361329612,0.104142169173345,0.353461510778899,-0.0620882816754188,0.218813882073508,0.565759877896923
LPC 20_4 sn-1,lightyellow,0.783776297051708,0.275796470721594,M18-LPC 20_4 sn-1,-0.0390618986994946,0.43766340883929,0.692159715103564,-0.0274152614225166,0.587439388405607,0.799741138741765
LPC 20_3 sn-1,paleturquoise,0.95305445513481,0.303238984443178,M22-LPC 20_3 sn-1,0.00143879470189913,0.977201635900624,0.992558264333675,0.018057624060076,0.720849328800231,0.869533588171251
LPC 20_2 sn-1,tan,0.786303702971624,0.511839076842472,M32-LPC 20_2 sn-1,0.0408351226989731,0.41713197572898,0.666727338255337,0.0767792233587908,0.128152351137098,0.485662327164281
LPC 20_2 sn-2,tan,0.758759260362611,0.50908992540631,M32-LPC 20_2 sn-2,-0.00818459071702108,0.870860689469299,0.943565782480958,0.0247315370665988,0.624542866912551,0.811905726986317
LPC 20_1 sn-2,tan,0.731528180236375,0.536808123308176,M32-LPC 20_1 sn-2,-0.087443566323006,0.0818341722659303,0.306878145997239,-0.0624003425729877,0.216502884543122,0.565759877896923
LPC 20_1 sn-1,tan,0.765071390639517,0.564399785531279,M32-LPC 20_1 sn-1,-0.048152059449054,0.338591006855479,0.628811869874461,-0.0158635409971774,0.753595776415084,0.869533588171251
LPC 20_0 sn-1,royalblue,0.921171602978171,0.661950444666659,M26-LPC 20_0 sn-1,-0.0998363603712205,0.0468203095614204,0.221100969379926,-0.0675430950620681,0.180909216980647,0.551065139117545
LPC 20_0 sn-2,royalblue,0.852439192389718,0.439219994462029,M26-LPC 20_0 sn-2,-0.0673146470222626,0.180725582267449,0.451813955668622,-0.0361526028703211,0.474261461955417,0.743590099022837
LPC 22_6 sn-1,green,0.738909740573805,0.291808747884697,M12-LPC 22_6 sn-1,-0.120243362816363,0.0165308102010099,0.156620577658585,-0.0946984941042917,0.0603864428947988,0.356975388764257
LPC 22_5 sn-1,green,0.605812965385967,0.200239806234184,M12-LPC 22_5 sn-1,0.00670336841766786,0.894079486576019,0.957942307045735,0.0356466034398956,0.480473602445526,0.743590099022837
LPC 22_4,paleturquoise,0.797103531265747,0.124841013273412,M22-LPC 22_4,0.0727235897574227,0.148077944461948,0.406692946057461,0.0812363227957927,0.107390502880219,0.480108904220715
LPC 22_1,grey,-0.072262500162711,0.00373979574763417,M14-LPC 22_1,-0.0408881092007709,0.416527300735124,0.666727338255337,-0.027054039374237,0.592373869957539,0.799741138741765
LPC 22_0,royalblue,0.916651981332993,0.647659202616885,M26-LPC 22_0,-0.102786326264793,0.0406610518295101,0.212228051340452,-0.0810201147196276,0.108332265567751,0.480108904220715
LPC 24_0,royalblue,0.861869103395955,0.490196286156984,M26-LPC 24_0,-0.0939827917731479,0.0613683783751515,0.26014856050336,-0.0620707198580857,0.218944460432976,0.565759877896923
SM 32_2,brown,0.756360125371036,0.400089263174446,M3-SM 32_2,-0.155237107652279,0.00192120059540878,0.0749268232209426,-0.14325192915354,0.00438370709421628,0.118588336379794
SM 32_1,brown,0.706245786542275,0.393662733226506,M3-SM 32_1,-0.0510982817310868,0.309829774470319,0.592321627663844,-0.0375870438704258,0.456892218073201,0.743590099022837
SM 33_2,brown,0.842315670411268,0.789819328059945,M3-SM 33_2,-0.119826190104745,0.0169125340584635,0.156620577658585,-0.105676735116498,0.0360083406995819,0.24626806720341
SM 33_1,brown,0.821265094963004,0.752028796520122,M3-SM 33_1,-0.0980813744792449,0.0508425730673368,0.230565156933272,-0.0755782106549364,0.134247401801456,0.485662327164281
PE O-34_3,darkred,0.781957025870866,0.157694824431833,M10-PE O-34_3,0.0455252920184402,0.365627548230886,0.653192721412174,0.0563686682450168,0.264328469638759,0.613619661661405
SM 34_2,brown,0.81279913537106,0.420240640366522,M3-SM 34_2,-0.042297626940626,0.400632009812582,0.666727338255337,-0.0161607086721627,0.749133140136949,0.869533588171251
SM 34_1,blue,0.840778606038096,1.17289916216694,M2-SM 34_1,0.0257868601983377,0.608465810976103,0.823964119030139,0.0481630230767536,0.340324282311102,0.657061733174901
PC 30_0,darkorange,0.891600565268918,0.352897711370659,M9-PC 30_0,0.00976065117538934,0.846276903215856,0.943565782480958,0.0133651802612108,0.79142534851589,0.892069034454327
SM 35_2,brown,0.879696794795913,0.709051470236477,M3-SM 35_2,-0.119022177533985,0.0176700138896865,0.156620577658585,-0.0883973505690663,0.0796888105701495,0.405985577992865
PE 34_2,salmon,0.706122835978831,0.147159703135693,M28-PE 34_2,0.138895187389451,0.00556805770106478,0.100527305152838,0.128206523248196,0.0108572050940247,0.147556026336487
PE O-36_5,darkred,0.897319320852933,0.497709711986071,M10-PE O-36_5,-0.0330193257136683,0.511817813628865,0.730717004812979,-0.0210599758469524,0.676863738711923,0.847604501987145
SM 36_3,brown,0.689443595103016,0.238428372059161,M3-SM 36_3,-0.0368857085142417,0.463634943556559,0.707296489944997,-0.0136795418687211,0.786636312497699,0.891826051959601
SM 36_2,brown,0.741534552854332,0.463289981398058,M3-SM 36_2,0.0146333935499644,0.771307927594384,0.900629017250928,0.0279708845557276,0.579886506841917,0.799741138741765
PC 32_2,lightcyan,0.893340333566647,0.732060993100623,M16-PC 32_2,0.0204218809012635,0.684990700362156,0.849714437082281,0.0271426391511199,0.591161798573688,0.799741138741765
SM 36_1,brown,0.61507581628063,0.311575380618667,M3-SM 36_1,0.0850634932938788,0.0905310982691499,0.32097389386335,0.093016305501349,0.0651168150763929,0.373464086467547
PC 32_1,darkorange,0.944470665448074,0.577970633697638,M9-PC 32_1,0.081450524197556,0.10513214166757,0.353461510778899,0.076610777143822,0.128994046536397,0.485662327164281
PC 34_0,blue,0.767412766089347,0.918720503501371,M2-PC 34_0,0.0997158928716619,0.0470876132111742,0.221100969379926,0.105330545491871,0.0366244817892251,0.24626806720341
PC O-34_2,grey60,0.875313021318986,0.770205206470296,M15-PC O-34_2,-0.0727289651996341,0.148047896620674,0.406692946057461,-0.0431836064069827,0.392636673780809,0.689767129614935
PC 33_1,darkmagenta,0.833667271757609,0.109680658392232,M7-PC 33_1,-0.0647514249977905,0.197938774738071,0.460447980340848,-0.0502971574543728,0.319333514779363,0.647888840968431
PE O-38_7,darkred,0.843044556373935,0.360425362013197,M10-PE O-38_7,-0.0915592352561321,0.0683970509447307,0.277863019462969,-0.0717755961834568,0.155022506991518,0.521196359712861
PE O-38_6,darkred,0.938724478181355,0.643348811685623,M10-PE O-38_6,-0.0357349799208488,0.477706546673192,0.707296489944997,-0.0160315006978619,0.751072468211477,0.869533588171251
PC 34_4,lightcyan,0.808975783953007,0.364759974859653,M16-PC 34_4,-0.0684117171835813,0.173706558579948,0.451424457241324,-0.0585641153148322,0.246143798631023,0.59245755965663
PC 34_3,lightcyan,0.78149735797833,0.348591436007612,M16-PC 34_3,-0.0157430384064561,0.754502430128986,0.891684690152438,-0.00693693901668999,0.890826493511453,0.936916280004587
PC 16_0_18_2,blue,0.927927579209401,2.04034490865089,M2-PC 16_0_18_2,0.0356475329948744,0.47878531627046,0.707296489944997,0.0350619904819085,0.487705530011609,0.748839199624123
PC 34_1,blue,0.830450939057456,1.35016531564396,M2-PC 34_1,0.0357657927235248,0.477326747148257,0.707296489944997,0.0368736139438298,0.465486099133202,0.743590099022837
PE 38_6,salmon,0.753745845463546,0.188805800614705,M28-PE 38_6,-0.0167178172574659,0.739834113695506,0.879680805918437,-0.0102941260394822,0.838596731511049,0.903460567097539
PC O-36_5,grey60,0.83994894042787,0.627134102960079,M15-PC O-36_5,-0.0588814421029653,0.241791413207155,0.501588569951012,-0.0386708038455369,0.444008945332789,0.733743596100796
PC O-36_4,grey60,0.862991648013232,0.677676412427556,M15-PC O-36_4,-0.0320249648946028,0.524617336788805,0.730717004812979,-0.0209757541621263,0.678083601589716,0.847604501987145
PC 35_3,blue,0.571547153135874,0.215578880417109,M2-PC 35_3,-0.117352526787116,0.0193381916641304,0.157798965914467,-0.0967259943785522,0.0550658503077612,0.346381961613337
PC 35_2,blue,0.720438123864897,0.522261974020956,M2-PC 35_2,0.0056565970370414,0.910543987225544,0.970251789666564,0.0212729705096518,0.673782506343417,0.847604501987145
L-Thyroxine,grey,-0.284430056893503,0.00740644662447298,M14-L-Thyroxine,-0.0232250780244579,0.644540716316287,0.844026465772319,-0.0112200122383377,0.824305889421258,0.895959911884049
PC 36_6,green,0.70421517331373,0.183141826948831,M12-PC 36_6,-0.133322197676805,0.00781559432642195,0.102544159388231,-0.113960179974537,0.0236830491704752,0.209917935829212
PC 36_5,green,0.870537251369364,0.809457604250021,M12-PC 36_5,-0.0761086784999987,0.130058947680226,0.384265072691578,-0.0652049344165566,0.196515256971979,0.563536398669645
PC 36_4,lightyellow,0.964689036099144,1.0801090435882,M18-PC 36_4,-0.0175555223320855,0.727303114263486,0.878806581959866,-0.0172893055918219,0.732262001651227,0.869533588171251
PC 36_3,blue,0.840416724397608,1.22893468608751,M2-PC 36_3,0.0447403814655395,0.373959999313917,0.656956755551475,0.0477955528967767,0.344025562101031,0.657695927546089
PC 36_2,blue,0.940352854603613,2.184153871011,M2-PC 36_2,0.038622168328596,0.442843070183755,0.692159715103564,0.0418769341489589,0.40712925901925,0.70100466089401
PC O-38_6,grey60,0.9355686175798,0.972396114648077,M15-PC O-38_6,0.00479460648243108,0.924131208433026,0.974393917571513,0.0260608560067228,0.606037923479208,0.803927857676501
PC O-38_5,grey60,0.891213164105583,0.840253405173752,M15-PC O-38_5,0.0150490304209513,0.765000130130917,0.898644731177884,0.0267297039475849,0.596820532604192,0.799741138741765
PC 38_7,blue,0.84344761380636,1.34670967655732,M2-PC 38_7,0.0423344871157897,0.400221264870451,0.666727338255337,0.0510218855429165,0.31240147371089,0.641245130248669
PC 38_6,darkmagenta,0.89302686863736,0.192529279841311,M7-PC 38_6,-0.0994768776733346,0.047621747251061,0.221100969379926,-0.0837511255407336,0.0969047756659977,0.46344989673134
PC 38_5,lightyellow,0.847091303163496,0.492293583380452,M18-PC 38_5,-0.032045410773014,0.524352520160012,0.730717004812979,-0.0161421738604432,0.749411238919712,0.869533588171251
PC 38_4,lightyellow,0.960759142955185,1.07381322439155,M18-PC 38_4,-0.021905118991446,0.663466333068365,0.844026465772319,-0.016821644976601,0.739237854405658,0.869533588171251
