	T2DCAG00001	T2DCAG00002	T2DCAG00003	T2DCAG00004	T2DCAG00005	T2DCAG00006	T2DCAG00007	T2DCAG00008	T2DCAG00009	T2DCAG00010	T2DCAG00011	T2DCAG00012	T2DCAG00013	T2DCAG00014	T2DCAG00015	T2DCAG00016	T2DCAG00017	T2DCAG00018	T2DCAG00019	T2DCAG00020	T2DCAG00021	T2DCAG00022	T2DCAG00023	T2DCAG00024	T2DCAG00025	T2DCAG00026	T2DCAG00027	T2DCAG00028	T2DCAG00029	T2DCAG00030	T2DCAG00031	T2DCAG00032	T2DCAG00033	T2DCAG00034	T2DCAG00035	T2DCAG00036	T2DCAG00037	T2DCAG00038	T2DCAG00039	T2DCAG00040	T2DCAG00041	T2DCAG00042	T2DCAG00043	T2DCAG00044	T2DCAG00045	T2DCAG00046	T2DCAG00047	T2DCAG00048	T2DCAG00049	T2DCAG00050	T2DCAG00051	T2DCAG00052	T2DCAG00053	T2DCAG00054	T2DCAG00055	T2DCAG00056	T2DCAG00057	T2DCAG00058	T2DCAG00059	T2DCAG00060	T2DCAG00061	T2DCAG00062	T2DCAG00063	T2DCAG00064	T2DCAG00065	T2DCAG00066	T2DCAG00067	T2DCAG00068	T2DCAG00069	T2DCAG00070	T2DCAG00071	T2DCAG00072	T2DCAG00073	T2DCAG00074	T2DCAG00075	T2DCAG00076	T2DCAG00077	T2DCAG00078	T2DCAG00079	T2DCAG00080	T2DCAG00081	T2DCAG00082	T2DCAG00083	T2DCAG00084	T2DCAG00085	T2DCAG00086	T2DCAG00087	T2DCAG00088	T2DCAG00089	T2DCAG00090	T2DCAG00091	T2DCAG00092	T2DCAG00093	T2DCAG00094	T2DCAG00095	T2DCAG00096	T2DCAG00097	T2DCAG00098	T2DCAG00099	T2DCAG00100	T2DCAG00101	T2DCAG00102	T2DCAG00103	T2DCAG00104	T2DCAG00105	T2DCAG00106	T2DCAG00107	T2DCAG00108	T2DCAG00109	T2DCAG00110	T2DCAG00111	T2DCAG00112	T2DCAG00113	T2DCAG00114	T2DCAG00115	T2DCAG00116	T2DCAG00117	T2DCAG00118	T2DCAG00119	T2DCAG00120	T2DCAG00121	T2DCAG00122	T2DCAG00123	T2DCAG00124	T2DCAG00125	T2DCAG00126	T2DCAG00127	T2DCAG00128	T2DCAG00129	T2DCAG00130	T2DCAG00131	T2DCAG00132	T2DCAG00133	T2DCAG00134	T2DCAG00135	T2DCAG00136	T2DCAG00137	T2DCAG00138	T2DCAG00139	T2DCAG00140	T2DCAG00141	T2DCAG00142	T2DCAG00143	T2DCAG00144	T2DCAG00145	T2DCAG00146	T2DCAG00147	T2DCAG00148	T2DCAG00149	T2DCAG00150	T2DCAG00151	T2DCAG00152	T2DCAG00153	T2DCAG00154	T2DCAG00155	T2DCAG00156	T2DCAG00157	T2DCAG00158	T2DCAG00159	T2DCAG00160	T2DCAG00161	T2DCAG00162	T2DCAG00163	T2DCAG00164	T2DCAG00165	T2DCAG00166	T2DCAG00167	T2DCAG00168	T2DCAG00169	T2DCAG00170	T2DCAG00171	T2DCAG00172	T2DCAG00173	T2DCAG00174	T2DCAG00175	T2DCAG00176	T2DCAG00177	T2DCAG00178	T2DCAG00179	T2DCAG00180	T2DCAG00181	T2DCAG00182	T2DCAG00183	T2DCAG00184	T2DCAG00185	T2DCAG00186	T2DCAG00187	T2DCAG00188	T2DCAG00189	T2DCAG00190	T2DCAG00191	T2DCAG00192	T2DCAG00193	T2DCAG00194	T2DCAG00195	T2DCAG00196	T2DCAG00197	T2DCAG00198	T2DCAG00199	T2DCAG00200	T2DCAG00201	T2DCAG00202	T2DCAG00203	T2DCAG00204	T2DCAG00205	T2DCAG00206	T2DCAG00207	T2DCAG00208	T2DCAG00209	T2DCAG00210	T2DCAG00211	T2DCAG00212	T2DCAG00213	T2DCAG00214	T2DCAG00215	T2DCAG00216	T2DCAG00217	T2DCAG00218	T2DCAG00219	T2DCAG00220	T2DCAG00221	T2DCAG00222	T2DCAG00223	T2DCAG00224	T2DCAG00225	T2DCAG00226	T2DCAG00227	T2DCAG00228	T2DCAG00229	T2DCAG00230	T2DCAG00231	T2DCAG00232	T2DCAG00233	T2DCAG00234	T2DCAG00235	T2DCAG00236	T2DCAG00237	T2DCAG00238	T2DCAG00239	T2DCAG00240	T2DCAG00241	T2DCAG00242	T2DCAG00243	T2DCAG00244	T2DCAG00245	T2DCAG00246	T2DCAG00247	T2DCAG00248	T2DCAG00249	T2DCAG00250	T2DCAG00251	T2DCAG00252	T2DCAG00253	T2DCAG00254	T2DCAG00255	T2DCAG00256	T2DCAG00257	T2DCAG00258	T2DCAG00259	T2DCAG00260	T2DCAG00261	T2DCAG00262	T2DCAG00263	T2DCAG00264	T2DCAG00265	T2DCAG00266	T2DCAG00267	T2DCAG00268	T2DCAG00269	T2DCAG00270	T2DCAG00271	T2DCAG00272	T2DCAG00273	T2DCAG00274	T2DCAG00275	T2DCAG00276	T2DCAG00277	T2DCAG00278	T2DCAG00279	T2DCAG00280	T2DCAG00281	T2DCAG00282	T2DCAG00283	T2DCAG00284	T2DCAG00285	T2DCAG00286	T2DCAG00287	T2DCAG00288	T2DCAG00289	T2DCAG00290	T2DCAG00291	T2DCAG00292	T2DCAG00293	T2DCAG00294	T2DCAG00295	T2DCAG00296	T2DCAG00297	T2DCAG00298	T2DCAG00299	T2DCAG00300	T2DCAG00301	T2DCAG00302	T2DCAG00303	T2DCAG00304	T2DCAG00305	T2DCAG00306	T2DCAG00307	T2DCAG00308	T2DCAG00309	T2DCAG00310	T2DCAG00311	T2DCAG00312	T2DCAG00313	T2DCAG00314	T2DCAG00315	T2DCAG00316	T2DCAG00317	T2DCAG00318	T2DCAG00319	T2DCAG00320	T2DCAG00321	T2DCAG00322	T2DCAG00323	T2DCAG00324	T2DCAG00325	T2DCAG00326	T2DCAG00327	T2DCAG00328	T2DCAG00329	T2DCAG00330	T2DCAG00331	T2DCAG00332	T2DCAG00333	T2DCAG00334	T2DCAG00335	T2DCAG00336	T2DCAG00337	T2DCAG00338	T2DCAG00339	T2DCAG00340	T2DCAG00341	T2DCAG00342	T2DCAG00343	T2DCAG00344	T2DCAG00345	T2DCAG00346	T2DCAG00347	T2DCAG00348	T2DCAG00349	T2DCAG00350	T2DCAG00351	T2DCAG00352	T2DCAG00353	T2DCAG00354	T2DCAG00355	T2DCAG00356	T2DCAG00357	T2DCAG00358	T2DCAG00359	T2DCAG00360	T2DCAG00361	T2DCAG00362	T2DCAG00363	T2DCAG00364	T2DCAG00365	T2DCAG00366	T2DCAG00367	T2DCAG00368	T2DCAG00369	T2DCAG00370	T2DCAG00371	T2DCAG00372	T2DCAG00373	T2DCAG00374	T2DCAG00375	T2DCAG00376	T2DCAG00377	T2DCAG00378	T2DCAG00379	T2DCAG00380	T2DCAG00381	T2DCAG00382	T2DCAG00383	T2DCAG00384	T2DCAG00385	T2DCAG00386	T2DCAG00387	T2DCAG00388	T2DCAG00389	T2DCAG00390	T2DCAG00391	T2DCAG00392	T2DCAG00393	T2DCAG00394	T2DCAG00395	T2DCAG00396	T2DCAG00397	T2DCAG00398	T2DCAG00399	T2DCAG00400	T2DCAG00401	T2DCAG00402	T2DCAG00403	T2DCAG00404	T2DCAG00405	T2DCAG00406	T2DCAG00407	T2DCAG00408	T2DCAG00409	T2DCAG00410	T2DCAG00411	T2DCAG00412	T2DCAG00413	T2DCAG00414	T2DCAG00415	T2DCAG00416	T2DCAG00417	T2DCAG00418	T2DCAG00419	T2DCAG00420	T2DCAG00421	T2DCAG00422	T2DCAG00423	T2DCAG00424	T2DCAG00425	T2DCAG00426	T2DCAG00427	T2DCAG00428	T2DCAG00429	T2DCAG00430	T2DCAG00431	T2DCAG00432	T2DCAG00433	T2DCAG00434	T2DCAG00435	T2DCAG00436	T2DCAG00437	T2DCAG00438	T2DCAG00439	T2DCAG00440	T2DCAG00441	T2DCAG00442	T2DCAG00443	T2DCAG00444	T2DCAG00445	T2DCAG00446	T2DCAG00447	T2DCAG00448	T2DCAG00449	T2DCAG00450	T2DCAG00451	T2DCAG00452	T2DCAG00453	T2DCAG00454	T2DCAG00455	T2DCAG00456	T2DCAG00457	T2DCAG00458	T2DCAG00459	T2DCAG00460	T2DCAG00461	T2DCAG00462	T2DCAG00463	T2DCAG00464	T2DCAG00465	T2DCAG00466	T2DCAG00467	T2DCAG00468	T2DCAG00469	T2DCAG00470	T2DCAG00471	T2DCAG00472	T2DCAG00473	T2DCAG00474	T2DCAG00475	T2DCAG00476	T2DCAG00477	T2DCAG00478	T2DCAG00479	T2DCAG00480	T2DCAG00481	T2DCAG00482	T2DCAG00483	T2DCAG00484	T2DCAG00485	T2DCAG00486	T2DCAG00487	T2DCAG00488	T2DCAG00489	T2DCAG00490	T2DCAG00491	T2DCAG00492	T2DCAG00493	T2DCAG00494	T2DCAG00495	T2DCAG00496	T2DCAG00497	T2DCAG00498	T2DCAG00499	T2DCAG00500	T2DCAG00501	T2DCAG00502	T2DCAG00503	T2DCAG00504	T2DCAG00505	T2DCAG00506	T2DCAG00507	T2DCAG00508	T2DCAG00509	T2DCAG00510	T2DCAG00511	T2DCAG00512	T2DCAG00513	T2DCAG00514	T2DCAG00515	T2DCAG00516	T2DCAG00517	T2DCAG00518	T2DCAG00519	T2DCAG00520	T2DCAG00521	T2DCAG00522	T2DCAG00523	T2DCAG00524	T2DCAG00525	T2DCAG00526	T2DCAG00527	T2DCAG00528	T2DCAG00529	T2DCAG00530	T2DCAG00531	T2DCAG00532	T2DCAG00533	T2DCAG00534	T2DCAG00535	T2DCAG00536	T2DCAG00537	T2DCAG00538	T2DCAG00539	T2DCAG00540	T2DCAG00541	T2DCAG00542	T2DCAG00543	T2DCAG00544	T2DCAG00545	T2DCAG00546	T2DCAG00547	T2DCAG00548	T2DCAG00549	T2DCAG00550	T2DCAG00551	T2DCAG00552	T2DCAG00553	T2DCAG00554	T2DCAG00555	T2DCAG00556	T2DCAG00557	T2DCAG00558	T2DCAG00559	T2DCAG00560	T2DCAG00561	T2DCAG00562	T2DCAG00563	T2DCAG00564	T2DCAG00565	T2DCAG00566	T2DCAG00567	T2DCAG00568	T2DCAG00569	T2DCAG00570	T2DCAG00571	T2DCAG00572	T2DCAG00573	T2DCAG00574	T2DCAG00575	T2DCAG00576	T2DCAG00577	T2DCAG00578	T2DCAG00579	T2DCAG00580	T2DCAG00581	T2DCAG00582	T2DCAG00583	T2DCAG00584	T2DCAG00585	T2DCAG00586	T2DCAG00587	T2DCAG00588	T2DCAG00589	T2DCAG00590	T2DCAG00591	T2DCAG00592	T2DCAG00593	T2DCAG00594	T2DCAG00595	T2DCAG00596	T2DCAG00597	T2DCAG00598	T2DCAG00599	T2DCAG00600	T2DCAG00601	T2DCAG00602	T2DCAG00603	T2DCAG00604	T2DCAG00605	T2DCAG00606	T2DCAG00607	T2DCAG00608	T2DCAG00609	T2DCAG00610	T2DCAG00611	T2DCAG00612	T2DCAG00613	T2DCAG00614	T2DCAG00615	T2DCAG00616	T2DCAG00617	T2DCAG00618	T2DCAG00619	T2DCAG00620	T2DCAG00621	T2DCAG00622	T2DCAG00623	T2DCAG00624	T2DCAG00625	T2DCAG00626	T2DCAG00627	T2DCAG00628	T2DCAG00629	T2DCAG00630	T2DCAG00631	T2DCAG00632	T2DCAG00633	T2DCAG00634	T2DCAG00635	T2DCAG00636	T2DCAG00637	T2DCAG00638	T2DCAG00639	T2DCAG00640	T2DCAG00641	T2DCAG00642	T2DCAG00643	T2DCAG00644	T2DCAG00645	T2DCAG00646	T2DCAG00647	T2DCAG00648	T2DCAG00649	T2DCAG00650	T2DCAG00651	T2DCAG00652	T2DCAG00653	T2DCAG00654	T2DCAG00655	T2DCAG00656	T2DCAG00657	T2DCAG00658	T2DCAG00659	T2DCAG00660	T2DCAG00661	T2DCAG00662	T2DCAG00663	T2DCAG00664	T2DCAG00665	T2DCAG00666	T2DCAG00667	T2DCAG00668	T2DCAG00669	T2DCAG00670	T2DCAG00671	T2DCAG00672	T2DCAG00673	T2DCAG00674	T2DCAG00675	T2DCAG00676	T2DCAG00677	T2DCAG00678	T2DCAG00679	T2DCAG00680	T2DCAG00681	T2DCAG00682	T2DCAG00683	T2DCAG00684	T2DCAG00686	T2DCAG00687	T2DCAG00688	T2DCAG00689	T2DCAG00690	T2DCAG00691	T2DCAG00692	T2DCAG00693	T2DCAG00694	T2DCAG00695	T2DCAG00696	T2DCAG00697	T2DCAG00698	T2DCAG00699	T2DCAG00700	T2DCAG00701	T2DCAG00702	T2DCAG00703	T2DCAG00704	T2DCAG00706	T2DCAG00707	T2DCAG00708	T2DCAG00709	T2DCAG00710	T2DCAG00711	T2DCAG00712	T2DCAG00713	T2DCAG00714	T2DCAG00715	T2DCAG00716	T2DCAG00717	T2DCAG00718	T2DCAG00719	T2DCAG00720	T2DCAG00721	T2DCAG00722	T2DCAG00723	T2DCAG00724	T2DCAG00725	T2DCAG00726	T2DCAG00727	T2DCAG00728	T2DCAG00729	T2DCAG00730	T2DCAG00731	T2DCAG00732	T2DCAG00733	T2DCAG00734	T2DCAG00735	T2DCAG00736	T2DCAG00737	T2DCAG00738	T2DCAG00739	T2DCAG00740	T2DCAG00741	T2DCAG00742	T2DCAG00743	T2DCAG00744	T2DCAG00745	T2DCAG00746	T2DCAG00747	T2DCAG00748	T2DCAG00749	T2DCAG00750	T2DCAG00751	T2DCAG00752	T2DCAG00753	T2DCAG00754	T2DCAG00755	T2DCAG00756	T2DCAG00757	T2DCAG00758	T2DCAG00759	T2DCAG00760	T2DCAG00761	T2DCAG00762	T2DCAG00763	T2DCAG00764	T2DCAG00765	T2DCAG00766	T2DCAG00767	T2DCAG00768	T2DCAG00769	T2DCAG00770	T2DCAG00771	T2DCAG00772	T2DCAG00773	T2DCAG00774	T2DCAG00775	T2DCAG00776	T2DCAG00777	T2DCAG00778	T2DCAG00779	T2DCAG00780	T2DCAG00781	T2DCAG00782	T2DCAG00783	T2DCAG00784	T2DCAG00786	T2DCAG00787	T2DCAG00788	T2DCAG00789	T2DCAG00790	T2DCAG00791	T2DCAG00792	T2DCAG00793	T2DCAG00794	T2DCAG00795	T2DCAG00796	T2DCAG00797	T2DCAG00798	T2DCAG00799	T2DCAG00800	T2DCAG00801	T2DCAG00803	T2DCAG00804	T2DCAG00806	T2DCAG00807	T2DCAG00808	T2DCAG00809	T2DCAG00810	T2DCAG00811	T2DCAG00812	T2DCAG00813	T2DCAG00814	T2DCAG00815	T2DCAG00816	T2DCAG00817	T2DCAG00818	T2DCAG00819	T2DCAG00820	T2DCAG00821	T2DCAG00822	T2DCAG00823	T2DCAG00824	T2DCAG00825	T2DCAG00826	T2DCAG00827	T2DCAG00828	T2DCAG00829	T2DCAG00830	T2DCAG00831	T2DCAG00832	T2DCAG00833	T2DCAG00834	T2DCAG00835	T2DCAG00836	T2DCAG00837	T2DCAG00838	T2DCAG00839	T2DCAG00840	T2DCAG00841	T2DCAG00842	T2DCAG00843	T2DCAG00844	T2DCAG00845	T2DCAG00846	T2DCAG00847	T2DCAG00848	T2DCAG00849	T2DCAG00850	T2DCAG00851	T2DCAG00852	T2DCAG00853	T2DCAG00854	T2DCAG00855	T2DCAG00856	T2DCAG00857	T2DCAG00859	T2DCAG00860	T2DCAG00861	T2DCAG00862	T2DCAG00863	T2DCAG00864	T2DCAG00865	T2DCAG00866	T2DCAG00867	T2DCAG00868	T2DCAG00869	T2DCAG00870	T2DCAG00871	T2DCAG00872	T2DCAG00873	T2DCAG00874	T2DCAG00875	T2DCAG00876	T2DCAG00877	T2DCAG00878	T2DCAG00879	T2DCAG00880	T2DCAG00881	T2DCAG00882	T2DCAG00883	T2DCAG00884	T2DCAG00885	T2DCAG00886	T2DCAG00887	T2DCAG00888	T2DCAG00889	T2DCAG00890	T2DCAG00891	T2DCAG00892	T2DCAG00893	T2DCAG00894	T2DCAG00895	T2DCAG00896	T2DCAG00897	T2DCAG00898	T2DCAG00899	T2DCAG00900	T2DCAG00901	T2DCAG00902	T2DCAG00904	T2DCAG00905	T2DCAG00906	T2DCAG00907	T2DCAG00908	T2DCAG00909	T2DCAG00910	T2DCAG00911	T2DCAG00912	T2DCAG00913	T2DCAG00914	T2DCAG00915	T2DCAG00917	T2DCAG00918	T2DCAG00919	T2DCAG00920	T2DCAG00921	T2DCAG00922	T2DCAG00923	T2DCAG00924	T2DCAG00925	T2DCAG00926	T2DCAG00927	T2DCAG00928	T2DCAG00930	T2DCAG00931	T2DCAG00932	T2DCAG00933	T2DCAG00934
idv001	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	16	0	0	0	0	0	8	0	4	0	0	0	6	0	0	0	0	0	4	0	3	0	0	31	0	0	4	0	0	29	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	1	0	0	0	0	1	75	0	0	0	0	0	0	0	10	0	0	22	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	68	0	0	0	0	0	0	16	1	0	6	1	17	0	0	0	2	0	0	0	2	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	11	0	0	0	0	0	0	0	12	0	0	2	0	1	0	0	4	0	17	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	9	65	1	0	0	0	0	0	0	0	0	0	2	6	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	10	0	0	0	0	27	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	16	0	3	0	0	0	0	0	0	0	0	0	0	0	1	5	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	8	0	0	0	10	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	2	0	0	0	0	1	160	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	2	0	0	0	0	5	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	3	0	3	0	0	0	4	0	0	0	0	0	0	0	4	0	4	0	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	1	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	7	0	0	0	8	2	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	10	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
idv002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	6	0	0	0	0	0	2	0	2	0	0	0	2	0	0	0	0	0	11	0	0	0	0	43	0	0	5	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	1	0	0	0	1	0	0	0	5	3	0	3	2	1	0	0	0	0	0	0	0	0	0	0	0	4	0	20	0	11	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	4	0	2	3	0	0	1	0	6	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	12	0	0	5	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	12	17	0	2	0	4	0	0	0	0	0	0	0	3	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	4	1	10	3	9	0	3	0	0	0	0	0	0	0	8	0	8	0	3	0	0	0	0	0	0	0	0	0	4	0	0	3	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	6	39	0	0	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	1	0	0	0	0	3	0	0	0	0	0	0	0	0	4	7	0	0	0	3	3	0	0	0	0	4	0	252	1	0	0	0	0	0	0	2	0	0	4	0	7	0	2	0	0	0	0	0	0	41	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	8	0	0	0	0	0	0	274	0	0	0	0	4	3	2	0	0	0	0	5	0	6	0	0	0	0	0	0	0	0	2	0	0	3	0	0	3	0	0	0	0	0	8	0	0	0	0	0	2	0	0	0	0	7	2	0	12	0	0	0	1	0	0	2	0	0	0	0	0	2	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	16	0	0	0	2	15	0	0	0	0	0	0	0	0	1	3	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	1	0	0	6	0	0	0	0	1	3	0	0	0	0	0	0	0	0	2	11	0	0	0	0	0	0	1	0	1	0	0	1	6	1	1	2	0	0	1	3	0	0	0	0	0	0	0	2	0	5	0	0	0	6	0	1	0	0	0	4	0	0	4	0	0	0	0	3	0	2	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	12	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	6	0	0	0	90	0	0	0	30	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	13	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	45	2	0	3	0	0	0	12	0	1	0	0	0	0	0	1	2	0	0	0	0	2	23	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	7	0	1	0	0	13	1	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
idv003	0	0	0	0	3	0	0	0	1	0	0	1	0	3	0	0	0	0	0	1	0	1	0	0	0	0	3	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	3	0	11	0	0	11	0	0	4	0	0	2	0	0	0	22	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	14	0	0	0	12	0	0	0	2	0	0	0	2	3	1	14	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	1	5	0	0	0	9	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	1	0	4	0	0	1	2	0	9	2	0	0	0	5	0	0	1	4	22	0	0	0	0	0	0	0	0	0	32	0	0	0	14	0	0	0	0	0	0	0	0	0	0	1	0	0	9	0	6	0	7	0	0	0	20	0	0	0	3	0	1	0	0	1	0	17	0	0	0	0	0	16	0	0	0	0	0	0	1	0	0	0	0	0	0	0	33	1	0	0	0	0	0	0	1	0	0	0	0	0	11	0	0	6	0	0	1	0	0	1	0	0	0	0	0	2	1	0	59	0	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	2	5	57	1	0	0	28	0	0	2	0	0	0	0	0	11	0	1	0	0	0	0	4	0	0	10	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	10	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	3	0	0	0	0	18	0	1	0	0	0	0	0	0	0	0	0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	31	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	15	0	1	0	0	0	0	1	0	0	0	0	0	0	20	0	11	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	3	0	2	0	0	0	0	0	114	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	1	0	0	0	0	0	23	1	1	1	0	1	15	0	1	0	0	0	0	0	0	1	0	0	3	0	0	3	0	2	0	0	0	0	0	0	0	0	1	13	0	39	0	2	3	1	0	0	15	0	0	0	0	0	32	0	16	30	0	0	0	2	5	0	1	0	0	44	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	4	0	0	0	1	0	0	19	0	6	1	0	6	0	1	1	0	0	0	1	2	0	0	0	3.5	1	4	0	1	0	0	0	1	0	0	0	0	0	1	6	0	0	0	0	0	135	0	0	0	42	23	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	7	0	0	0	9	1	0	1	0	4	0	0	8	0	0	0	0	0	1	2	0	1	1	0	0	0	0	3	0	2	1	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	14	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	2	3	0	0	0	0	0	0	0	0	0	0	9	0	0	1	0	0	0	2	0	0	0	0	16	0	0	0	0	52	0	0	6	0	0	0	0	0	0	0	1	0	2	0	0	0	3	0	0	0	18	0	1	10	0	0	0	0	0	1	0	1	0	0	0	40	0	3	0	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	9	0	0	2	3	2	0	1	20	1	1	1	0	0	0	0	0	0	0	0	0
