	L-1	L-2	L-3	M-1	M-10	M-11	M-12	M-13	M-14	M-15	M-16	M-17	M-18	M-19	M-2	M-20	M-21	M-22	M-23	M-24	M-25	M-26	M-27	M-28	M-29	M-3	M-30	M-31	M-32	M-33	M-34	M-35	M-4	M-5	M-6	M-7	M-8	M-9
R0129V1	0.0293733938884242	0.0799797376741517	-0.0509707802731761	0.051506033208829	0.0216020566025441	0.0137944525003151	0.0144800526464181	-0.0494856690722648	-0.023248338206779	0.0268294891300897	0.0132308692354331	-0.0238277131610505	-0.0433920845471456	-0.0820721792675261	-0.0445677369634542	-0.0725753636089212	0.0311239668553467	-0.0296444864079324	-0.0116757296366288	-0.026483524329523	-0.0137163634401604	-0.0296882777746277	-0.0587926829862107	-0.00656683284251097	-0.0401151068867835	0.0561910524893229	-0.0524491512096041	0.147486396431325	-0.0485243338874547	-0.00976573430657219	0.0134524374623844	-0.00534703433997884	0.012417256302175	-0.0369257394348356	0.00600985631074741	-0.0270831874759483	-0.0465173671100118	-0.00463149858286839
R0152V1	0.00483813314941843	-0.00669840751565006	-0.00888126994658159	-0.0373211643079985	-0.0379928008125363	-0.0145524815766172	-0.00167794629673129	-0.0499371199492752	0.0608881491063484	0.0169877839913745	-0.0105781828472752	-0.0390220998853303	-0.0497913243710501	0.027609125520025	-0.0416401095700249	-0.0185297999955381	0.0221906197353306	0.0624425716052991	-0.0220678899232222	-0.0329681382398618	-0.0320887720920035	-0.00529265220131762	-0.0415336253875321	-0.02205368674164	-0.0155315822082412	0.0329280161722808	-0.0394737447556276	0.0269370261323155	-0.00132135633295216	-0.00775758839580456	0.0073864597248473	0.00300955797940966	-0.00897424643545931	0.0503645048894319	-0.0158014177316447	-0.0231403462960647	-0.0337263440079767	0.00722017782462142
R0132V1	-0.0629405366304624	-0.0130629471691246	-0.00079714882674538	-0.00909790205599864	-0.023693381921095	-0.0769483633880984	-0.0410072258490431	-0.0649561650448982	-0.0157328752662557	-0.0181489371831994	-0.00342887463029424	-0.036231651874006	-0.0476329235214476	-0.0144580713852351	-0.0287070910929048	-0.0512548571399651	0.0689677818393792	-0.00384596564222676	-0.0639112191243008	-0.0506060185405911	-0.013814248893349	-0.0383038116397221	-0.0652204279215413	-0.027167199585573	-0.0291625980126456	0.0105392912721221	-0.052004618915529	-0.00685823818765197	-0.0718355508191489	-0.0483961748500439	-0.00579782351822268	-0.0687660604242675	-0.0314056922906275	0.00829051819675047	-0.0173579036746748	-0.0570955193391303	-0.060202511253328	-0.0276252466054378
R0150V1	0.070563902394664	0.0661436456685077	-0.0796491746103219	-0.00305318112941326	0.185239591284194	-0.0207030788925904	0.0124661804368871	-0.0365599490831436	-0.0463646521428926	-0.0369405497212984	0.0246062887810069	0.00615398902234832	-0.0262493809626836	-0.0388431664588367	-0.0134196176609269	-0.0203690610056394	-0.000616674040230867	-0.0250026232833079	0.0105163550490252	-0.0342678171773224	0.0267003368274154	0.0105491507323767	0.00759912946532055	-0.000984535656354561	-0.0345014012805947	-0.00808903761763588	-0.032384279265041	0.0187048102803533	0.0233444426805271	-0.0401832533073598	0.00944816740885993	-0.0363360493924059	0.00164597862706616	0.0164856873937059	-0.0165552200163308	-0.0281361964769087	-0.0218162894877674	0.0463686436703371
R0143V1	-0.00147959509104054	-0.0383960670657595	0.0174810427966929	-0.0119219550943929	-0.0168679668671131	-0.0437961968096609	0.0115249110898571	-0.0259666186864889	-0.0612242941175627	0.00231444892822781	-0.0491942093743063	0.161066376750437	-0.0251387015057194	0.00804482551047081	-0.0603827298609362	-0.00736394972562747	0.0399744996989678	0.00837885505623097	-0.0249326658509402	-0.0125528998314772	0.0236697940282383	-0.0112379425834306	-0.0106085413503276	0.0121594088421494	-0.0452074965232015	-0.0479108840535531	-0.0278075847880194	0.0126437943187765	0.0509426151992848	-0.0061365198356716	0.0073792982696489	0.0560726856731347	0.00980715513634988	-0.0289303677545783	-0.0124067327331109	-0.0405733884991937	0.0252311774574217	0.0258375975177167
R0156V1	0.0334395002097499	0.115308024978276	-0.0336770413640326	0.000439997755137112	-0.0401921617053707	-0.0185724068614645	-0.00809366545412031	-0.0315544763353224	0.123559548721325	-0.019235016331482	-0.0227517655370549	-0.00621416104483467	-0.0307310404280499	-0.0712665209630196	-0.00949456174242649	0.0223682629733525	-0.0186875113822928	-0.00853311070215559	-0.0385356749830447	-0.0261157589630839	-0.0552175730771274	-0.00773802632104282	-0.0165380384593277	-0.052876130848388	-0.0653399505240886	0.0762741490523109	0.00100253848886179	-0.0333976155613894	-0.0240864070913187	-0.0195856693658955	0.0365899649815138	-0.00521538901363879	-0.0438377145679637	-0.00313516785916672	-0.0473628757329984	-0.00233765889285057	0.00225324530375155	-0.0509545775036231
R0109V1	-0.0294982322343571	-0.0512373242210297	0.0184803863588711	0.0624878128098897	0.0667050664385997	-0.0380538408126231	-0.0188328998666178	-0.023385143325905	-0.00940848622176588	0.0112267438462872	-0.0154071709436872	-0.0102926627499656	-0.0559822735660812	-0.00149188407461618	-0.0281219194851079	-0.0266271258095373	-0.0572269936710164	-0.0419958278424684	0.0196233912189853	-0.0305356292738716	0.00988828270732414	-0.00425634529636116	-0.0442812883274174	-0.0253525351691237	-0.0144528910491166	0.0344722880235929	-0.0368500427437686	0.043884823000872	0.0698654116675442	0.0595078421139422	0.0162423344331761	-0.0460869528648233	0.00718681678975671	-0.0225264985007018	0.0240661734183186	-0.0285762552913822	-0.0340950840230812	0.0286051676444833
R0104V1	0.0594804697740295	-0.0258291644535691	-0.0601222491800892	0.00860396444882894	-0.0375760388763185	-0.00980185923405962	0.0444349843525074	0.00632270411623696	-0.0838568862867077	-0.0389967061259241	-0.00949969285904969	-0.009756699348642	-0.00561864533459985	0.0236781611187584	-0.00480091078841051	0.0285051978166827	0.125278917191832	0.00814996762704492	-0.0185949723491692	0.0212139667013142	-0.023757911526327	-0.0212374565439743	-0.0107683479781369	-0.00890147986266894	-0.0308112314061034	0.033173933135227	0.108070835873329	-0.00331070835927721	0.0949281824271807	-0.0422465475495573	0.00680443888081406	0.0467311285643415	-0.009437259990273	-0.0154122937758568	0.0203204976327052	0.0433992773638299	0.0143428455606824	-0.000585709366057499
R0135V1	0.00309031551021797	0.000290464668073798	0.00895888301673942	-0.0250016070910597	-0.0273034634098211	-0.0244209550167654	0.02878296904081	-0.0358171116322732	0.0254420216495143	-0.0565512831626971	-0.0328804287926054	-0.0444201395381191	0.0196167341986426	0.0420820376661444	-0.0218657800166835	-0.0318277045618202	-0.00945978674136551	-0.0195131560762137	-0.0323876665156776	-0.0222810630549294	-0.0175210796089924	-0.0237108670484529	-0.0275785658177185	-0.0206280367616562	-0.0451148840633646	-0.0407155788894425	-0.02231297611659	-0.00155084964155605	0.0160968794318919	-0.00683234775599209	-0.0391545981736486	0.0455369880479574	0.0117888352060648	-0.0194714783108419	-0.0533222285611551	-0.00824798686665412	0.0496112026562671	-0.00663556948134928
R0153V1	-0.0338453880929821	-0.0364219157021012	0.0185088781123893	0.295206689251501	-0.0103621302595557	0.0774222441397288	-0.0429047906557269	-0.071372524893339	-0.0471736222433405	-0.0549508142650354	-0.0434971038451976	-0.0441554743336061	-0.0790214564974265	-0.0616073298942866	-0.0594237282432571	-0.0850764527512586	-0.0620925526736053	-0.0437797167234551	-0.0297686846762023	-0.0763665923947377	-0.031284405998795	0.00497705659821933	-0.0620483955979054	-0.0311751548995229	-0.0544315344519154	-0.0831643836063022	-0.0559367095179814	-0.0553445513564505	0.121397252515019	-0.0653382310579712	0.264659431689003	0.0195952779572327	-0.0309636339422667	-0.00203226338630534	-0.0541621051822815	-0.0752967050103065	-0.0620493313080733	0.0039202142459554
R0166V1	0.0286881012242123	-0.035042586271256	-0.0322628610456912	0.0760602737622253	-0.0690647417683277	-0.0109342522848728	-0.00294522059215456	-0.0131973368751686	-0.00425035192581999	-0.0362844603726236	-0.0185682703259047	-0.0256544868816165	-0.0061181473580797	0.0143725540304808	-0.0520742493474995	-0.00479501559550491	-0.0270360953560475	-0.0295730110590356	-0.065604360690335	-0.0410446005523136	-0.0640775562641727	-0.0633885500989566	-0.0353040290349432	-0.0277683846983243	-0.0439435624492913	-0.0642832145394368	-0.0156358692203794	-0.0418834473165001	0.0110339474980121	-0.0564367501882613	0.0532154009252832	-0.0144207164342587	-0.044173449577253	0.00792865161476735	-0.0557005506861777	-0.0194167084009277	-0.0404726368735801	-0.0348682729953482
R0114V1	-0.0018885152055752	0.114191074346891	0.0221937419747548	0.0823067651514968	0.00117256480650474	0.0177038436607833	-0.00685155177185106	-0.0466644624424182	0.00753939790312128	-0.0322265379162801	0.0272134263889999	0.0188359333165053	-0.0150799338955624	-0.0240715780280627	0.0438288171464472	-0.023701482318647	-0.00450178878616977	-0.0116154932266226	-0.0199441666084932	-0.0116457532298245	-0.00744898257260182	0.0490539295497483	0.00887786541910507	-0.0332234664223443	-0.0342510055166354	0.0195712084615284	-0.0265560386524412	-0.0232706608696628	-0.051871708951781	-0.02297308408032	0.013927752360449	-0.0951337148924267	-0.0403391425832321	0.0482741285960847	-0.0485826615575705	-0.0239845425335754	-0.0180075911073488	-0.0557269678458683
R0122V1	0.0285500375968088	-0.0204173808805635	-0.0215843568853502	0.0364355835881589	-0.0256981724154021	0.0201819985305866	-0.00528225153717117	0.00800298827825934	-0.0366292133140365	0.0107755320405986	-0.0220668811854133	-0.0438503872888191	-0.0590563263606511	-0.0289239175194897	-0.0298386525363257	0.057083444561032	-0.0189839499696077	-0.00993071872060665	-0.0178818989988246	-0.00477541504612228	-0.0551832960462491	0.00179906864256393	-0.00165023643216642	-0.05462702594475	-0.0574282093188387	0.00746267517094522	0.031291964848848	0.0148381647766548	0.0325715276567535	0.00637302531256973	-0.011829723542661	-0.0512313037111887	-0.0510139567098647	0.00933622623604422	-0.0226825646203431	0.0157091107177084	-0.026725353546111	-0.0127151879297096
