,module,kME,kIN,rename,HOMAIR_estimate,HOMAIR_p.value,HOMAIR_p.adjust,HOMAIR.adj.partial_estimate,HOMAIR.adj.partial_p.value,HOMAIR.adj.partial_p.adjust
LPC 18_1 sn-2,tan,0.855088778469809,0.722566491764087,M32-LPC 18_1 sn-2,-0.230837340558962,4.21576692128846e-06,8.60982357264263e-05,-0.129322863964572,0.0109830044992429,0.0764887813340131
LPC 18_1 sn-1,tan,0.886928923301938,0.735228339802966,M32-LPC 18_1 sn-1,-0.226770583027157,6.26614354628376e-06,8.72784279660953e-05,-0.112272754394826,0.0274096615750809,0.148469000198355
LPC 18_0 sn-2,greenyellow,0.724175783569269,0.65509279260427,M13-LPC 18_0 sn-2,0.0311349496977149,0.540372719203139,0.875284887033482,0.0652733709945186,0.200677355115536,0.431968861466019
LPC 18_0 sn-1,greenyellow,0.773227392501665,0.738867602946691,M13-LPC 18_0 sn-1,0.0676271085991058,0.183173577746393,0.415335437913332,0.107636722894483,0.0345141698344753,0.164152758968846
LPE 22_6 sn-1,darkmagenta,0.859615069345636,0.154820377311168,M7-LPE 22_6 sn-1,0.0828336443192036,0.102830890066013,0.278500327262118,0.084373892940028,0.0978716626960194,0.302346806694451
LPE 22_4 sn-1,saddlebrown,0.868548620681176,0.214898572941147,M27-LPE 22_4 sn-1,0.0721299287100783,0.155637839340352,0.377674718448357,0.0677036649426853,0.184384510419881,0.422999759198551
LPC 20_5,green,0.899915686221732,0.887289277327756,M12-LPC 20_5,0.0138116043512545,0.785972871831065,0.951646206828529,0.101140952623421,0.0470605841509298,0.187119345606212
LPC 20_4 sn-1,lightyellow,0.783776297051708,0.275796470721594,M18-LPC 20_4 sn-1,-0.126968008879905,0.012200456618863,0.0517193269712669,-0.0791669609995665,0.120476282408477,0.326289931522959
LPC 20_3 sn-1,paleturquoise,0.95305445513481,0.303238984443178,M22-LPC 20_3 sn-1,0.0584734639674011,0.249917308912392,0.524020163848563,0.077208893842318,0.129961028725805,0.342464872993676
LPC 20_2 sn-1,tan,0.786303702971624,0.511839076842472,M32-LPC 20_2 sn-1,-0.173955739447771,0.000568502193242104,0.00369526425607368,-0.0813899586999071,0.110372161646819,0.318033882994779
LPC 20_2 sn-2,tan,0.758759260362611,0.50908992540631,M32-LPC 20_2 sn-2,-0.230173053549042,4.49994944638232e-06,8.60982357264263e-05,-0.140531912573588,0.00567837646752906,0.0503310641440076
LPC 20_1 sn-2,tan,0.731528180236375,0.536808123308176,M32-LPC 20_1 sn-2,-0.262212746456831,1.54519934219387e-07,6.02627743455611e-06,-0.167228605353076,0.000973346765456841,0.0118626637040052
LPC 20_1 sn-1,tan,0.765071390639517,0.564399785531279,M32-LPC 20_1 sn-1,-0.244652614441037,1.03851938486754e-06,3.3751880008195e-05,-0.143253471114398,0.00480364850221202,0.0468355728965672
LPC 20_0 sn-1,royalblue,0.921171602978171,0.661950444666659,M26-LPC 20_0 sn-1,-0.231317437507976,4.02113398250363e-06,8.60982357264263e-05,-0.112609929551509,0.026945946795846,0.148469000198355
LPC 20_0 sn-2,royalblue,0.852439192389718,0.439219994462029,M26-LPC 20_0 sn-2,-0.178862309880408,0.000392625793450704,0.00273435820438883,-0.0531313537985142,0.297775487057143,0.559559330693024
LPC 22_6 sn-1,green,0.738909740573805,0.291808747884697,M12-LPC 22_6 sn-1,-0.0790642207152701,0.119515649665212,0.30665199585153,0.00430544610982931,0.932806265190921,0.967538413362924
LPC 22_5 sn-1,green,0.605812965385967,0.200239806234184,M12-LPC 22_5 sn-1,-0.0814705155508045,0.108637670189735,0.289896205724978,0.0273335425290722,0.592388985631975,0.796661049643001
LPC 22_4,paleturquoise,0.797103531265747,0.124841013273412,M22-LPC 22_4,-0.0945296622210357,0.0625200869598037,0.203190282619362,-0.0761231176606257,0.135463784899126,0.350230084750117
LPC 22_1,grey,-0.072262500162711,0.00373979574763417,M14-LPC 22_1,-0.188093932042048,0.000190562376879317,0.00148638653965867,-0.12278464477183,0.015793569845985,0.102658203998902
LPC 22_0,royalblue,0.916651981332993,0.647659202616885,M26-LPC 22_0,-0.197617281903917,8.7147867018487e-05,0.000772447003118408,-0.0915260828282032,0.0724719434561278,0.256699046106847
LPC 24_0,royalblue,0.861869103395955,0.490196286156984,M26-LPC 24_0,-0.200232943859043,6.98347273041187e-05,0.000680888591215157,-0.108077111944242,0.0337778987982908,0.164152758968846
SM 32_2,brown,0.756360125371036,0.400089263174446,M3-SM 32_2,0.186363952123012,0.000218785551556655,0.00164089163667491,0.198222849037084,8.82538927970003e-05,0.00191216767726834
SM 32_1,brown,0.706245786542275,0.393662733226506,M3-SM 32_1,0.174030455172532,0.000565347898310058,0.00369526425607368,0.183818717707237,0.000282613309082052,0.00500996320645456
SM 33_2,brown,0.842315670411268,0.789819328059945,M3-SM 33_2,0.104354932924301,0.0396672572918487,0.13951292525601,0.0691397487610051,0.175227196830879,0.406777421214541
SM 33_1,brown,0.821265094963004,0.752028796520122,M3-SM 33_1,0.0425481079321344,0.402672220775911,0.755010413954833,0.075922487418903,0.136499930466712,0.350230084750117
PE O-34_3,darkred,0.781957025870866,0.157694824431833,M10-PE O-34_3,0.0123084218232067,0.808789493759204,0.951646206828529,0.0513648933682229,0.314150248354114,0.577917909708041
SM 34_2,brown,0.81279913537106,0.420240640366522,M3-SM 34_2,0.00795380998481714,0.875740367786271,0.951646206828529,-0.051942624057873,0.308731085773662,0.573357730722516
SM 34_1,blue,0.840778606038096,1.17289916216694,M2-SM 34_1,-0.117447207303329,0.0205042420865218,0.0815985144259542,-0.10628213212615,0.0368650326413105,0.17115908012037
PC 30_0,darkorange,0.891600565268918,0.352897711370659,M9-PC 30_0,0.310252816918882,3.98920127876388e-10,7.77894249358956e-08,0.284005257556272,1.35420096869328e-08,2.34430093463538e-06
SM 35_2,brown,0.879696794795913,0.709051470236477,M3-SM 35_2,-0.0262967752423146,0.605104632858142,0.914693049669285,0.00919842541084107,0.857044161835696,0.944201195242716
PE 34_2,salmon,0.706122835978831,0.147159703135693,M28-PE 34_2,0.169279737868353,0.000801727213337015,0.00473747898790055,0.100298175087222,0.0489389057739324,0.187119345606212
PE O-36_5,darkred,0.897319320852933,0.497709711986071,M10-PE O-36_5,0.0201141254668525,0.692491700114614,0.951646206828529,0.0652375355413027,0.20092518674942,0.431968861466019
SM 36_3,brown,0.689443595103016,0.238428372059161,M3-SM 36_3,-0.0190545484424369,0.707928937594102,0.951646206828529,-0.0206815100216581,0.685438746269578,0.858827378213415
SM 36_2,brown,0.741534552854332,0.463289981398058,M3-SM 36_2,0.0811563629400061,0.110011893454607,0.289896205724978,0.0406800801258333,0.425465755236365,0.674518880252773
PC 32_2,lightcyan,0.893340333566647,0.732060993100623,M16-PC 32_2,0.298654551240851,1.86532947311109e-09,1.81869623628331e-07,0.279253240319567,2.40441121501064e-08,2.34430093463538e-06
SM 36_1,brown,0.61507581628063,0.311575380618667,M3-SM 36_1,0.0761671261324957,0.133719287170223,0.338639753223291,0.0459730948563505,0.367707950607295,0.640205806860915
PC 32_1,darkorange,0.944470665448074,0.577970633697638,M9-PC 32_1,0.227200223927389,6.0112478761086e-06,8.72784279660953e-05,0.158046564654918,0.00184163465330698,0.021124632787933
PC 34_0,blue,0.767412766089347,0.918720503501371,M2-PC 34_0,0.00352030323378714,0.944824048677685,0.96499364386115,-0.0296182487493343,0.561815946129527,0.796661049643001
PC O-34_2,grey60,0.875313021318986,0.770205206470296,M15-PC O-34_2,-0.290916530054561,5.02843789723972e-09,3.26848463320582e-07,-0.229346616120342,5.31000819559784e-06,0.000207090319628316
PC 33_1,darkmagenta,0.833667271757609,0.109680658392232,M7-PC 33_1,0.0717672567473202,0.157732594974919,0.377674718448357,0.100389615452878,0.0487321249594905,0.187119345606212
PE O-38_7,darkred,0.843044556373935,0.360425362013197,M10-PE O-38_7,0.0113996013566661,0.822664695699726,0.951646206828529,0.0784939198163737,0.123673616406183,0.330361030126106
PE O-38_6,darkred,0.938724478181355,0.643348811685623,M10-PE O-38_6,-0.0110963554069175,0.827306979492423,0.951646206828529,0.080537276711457,0.114166009280177,0.318033882994779
PC 34_4,lightcyan,0.808975783953007,0.364759974859653,M16-PC 34_4,0.211970855571075,2.49489982655613e-05,0.000256055508514972,0.226300234851377,7.12043362803134e-06,0.000231414092911019
PC 34_3,lightcyan,0.78149735797833,0.348591436007612,M16-PC 34_3,0.171398178397303,0.000686846604940471,0.004185471498856,0.174772424202936,0.000562290493682423,0.00783190330486232
PC 16_0_18_2,blue,0.927927579209401,2.04034490865089,M2-PC 16_0_18_2,-0.0345448612126524,0.496921610474225,0.834030007904679,-0.0437719560759099,0.391110879437753,0.663416514304972
PC 34_1,blue,0.830450939057456,1.35016531564396,M2-PC 34_1,-0.0341557890142691,0.501783901948879,0.834030007904679,-0.0399537389491333,0.433783790551773,0.675554320773608
PE 38_6,salmon,0.753745845463546,0.188805800614705,M28-PE 38_6,0.0939407025243476,0.0641792342604129,0.205163125914435,0.0806429771536248,0.11369023596164,0.318033882994779
PC O-36_5,grey60,0.83994894042787,0.627134102960079,M15-PC O-36_5,-0.279841274449862,1.97555199181949e-08,9.63081596012e-07,-0.220895126179052,1.18652617561237e-05,0.000289215755305514
PC O-36_4,grey60,0.862991648013232,0.677676412427556,M15-PC O-36_4,-0.0196716412087488,0.698923339450337,0.951646206828529,0.0141905683824117,0.781081272601169,0.893167456189611
PC 35_3,blue,0.571547153135874,0.215578880417109,M2-PC 35_3,-0.0382808513135549,0.451532450268343,0.807787411030522,0.0205688339133741,0.687061902570732,0.858827378213415
PC 35_2,blue,0.720438123864897,0.522261974020956,M2-PC 35_2,-0.0708285703771573,0.163253081728553,0.378980368298426,0.0028790278535025,0.955038617317175,0.975347269158549
L-Thyroxine,grey,-0.284430056893503,0.00740644662447298,M14-L-Thyroxine,-0.00877843510530989,0.862978469249944,0.951646206828529,0.0291332129075308,0.568242589715339,0.796661049643001
PC 36_6,green,0.70421517331373,0.183141826948831,M12-PC 36_6,0.194230304956608,0.000115602432772867,0.000939269766279543,0.256398762932317,3.27806773958354e-07,2.1307440307293e-05
PC 36_5,green,0.870537251369364,0.809457604250021,M12-PC 36_5,0.0873069043207889,0.0854860871258772,0.245143926316854,0.136527249689217,0.00722644851911599,0.0587148942178174
PC 36_4,lightyellow,0.964689036099144,1.0801090435882,M18-PC 36_4,-0.0911164889009245,0.0726456764427695,0.224855665180001,-0.0990304391005015,0.0518821158182865,0.194557934318575
PC 36_3,blue,0.840416724397608,1.22893468608751,M2-PC 36_3,-0.0152889982321472,0.763724613470411,0.951646206828529,-0.0432188987796816,0.397129739226207,0.665315006263466
PC 36_2,blue,0.940352854603613,2.184153871011,M2-PC 36_2,-0.00664766087554714,0.896019060629355,0.951646206828529,-0.0125813442630709,0.805378577568914,0.902579440378956
PC O-38_6,grey60,0.9355686175798,0.972396114648077,M15-PC O-38_6,-0.17305966040769,0.000607625857703859,0.00382216265329847,-0.134867855580863,0.00797156117160936,0.062178177138553
PC O-38_5,grey60,0.891213164105583,0.840253405173752,M15-PC O-38_5,-0.104146992844474,0.0400652503299311,0.13951292525601,-0.0796509625218254,0.118217109080553,0.32468079254518
PC 38_7,blue,0.84344761380636,1.34670967655732,M2-PC 38_7,-0.106604253385848,0.0355716017131505,0.130531266041077,-0.0840522844563519,0.0991622445523761,0.302346806694451
PC 38_6,darkmagenta,0.89302686863736,0.192529279841311,M7-PC 38_6,-0.0882246947515574,0.0822366575889311,0.242971942876387,-0.0623564474827151,0.221584231290922,0.45966941597585
PC 38_5,lightyellow,0.847091303163496,0.492293583380452,M18-PC 38_5,-0.106275320720356,0.0361471198267597,0.130531266041077,-0.0865781137816748,0.0893824515706018,0.290492967604456
PC 38_4,lightyellow,0.960759142955185,1.07381322439155,M18-PC 38_4,-0.0746957462048921,0.141414383566797,0.353535958916992,-0.0846097692506702,0.0969336405007828,0.302346806694451
