	L-1	L-2	L-3	M-1	M-10	M-11	M-12	M-13	M-14	M-15	M-16	M-17	M-18	M-19	M-2	M-20	M-21	M-22	M-23	M-24	M-25	M-26	M-27	M-28	M-29	M-3	M-30	M-31	M-32	M-33	M-34	M-4	M-5	M-6	M-7	M-8	M-9
R0530V5	-0.0746072113039103	-0.0234865181188335	0.118819514480348	-0.131202497845967	-0.0193675455954289	-0.0197909468276997	-0.153889739943392	-0.054217836001817	-0.0299067271344334	-0.0274949532525152	-0.0321936964187992	-0.0280039741769611	-0.11047713584617	-0.00527096177940896	-0.0846396086190467	-0.0578678150444956	-0.0587624155949908	0.079503554572521	-0.0327722102267877	-0.0128255253892928	-0.0308861648189013	-0.104801985315651	-0.12065932923042	-0.0118253216159228	-0.0765684953592669	-0.103381172778324	-0.0486756191839145	-0.00777855324180348	-0.0620823828817864	-0.13301773201108	-0.0572803864726901	-0.0615032416961031	-0.0869031836215285	-0.090557938312374	-0.115840407642141	-0.114809651987713	0.00869318068900954
R0614V5	0.100160459533343	-0.186546997390572	-0.103595346219059	-0.0711501977089853	-0.0649783094998206	-0.048892960739577	-0.0353697639235749	-0.0532453024390761	-0.0415559355829273	-0.0757925038668252	-0.0956532754564076	0.0346929595456041	-0.0725257689199509	-0.067007015803465	-0.0575722135459036	-0.0142518287377437	-0.0853042587604926	0.171234403659956	-0.0460812425874958	-0.0356942159665758	-0.0118721938361328	-0.0926981019976018	-0.0862796295890006	-0.0609066797357027	-0.0678467247774798	-0.10008709216758	-0.0673487940533416	0.00560837511841553	-0.0677131012007618	0.111094933882614	-0.0944954616541433	-0.0711164046216488	-0.0546434639161537	-0.0266925990753369	0.0112180409592688	-0.0107387331719264	-0.147872171513977
R0628V5	-0.118110352292273	0.0267812404907401	0.137877296329546	-0.0828134517378058	-0.0288142499204426	-0.0568779923139235	-0.108650070386862	0.00180482540044596	-0.0545237717654336	0.0396369323584076	-0.0467445537987821	-0.132730893893162	-0.0365513020175927	-0.08306699953966	-0.0539690066118928	0.0887175757198815	-0.0447938245712466	0.0675542094946473	-0.030755295238122	-0.0959421914739442	-0.038839225968148	0.0738198868360475	-0.0159371089710053	-0.0619479180965349	-0.0769418413290803	-0.127249977468998	-0.00608532130730282	0.00294396958343808	-0.00365400376544391	-0.063990980610304	-0.0655275472829154	-0.0361075624793721	-0.113057805312535	0.037212705195503	0.0886280467584505	-0.0762531064549763	0.0475342760529836
R0612V5	-0.189568239060522	0.404686159201294	0.072008811384247	-0.0481656723805682	0.0525482237746751	0.327890534223795	-0.0408264635605106	-0.0347248042868896	0.0669454516412288	-0.050060959671008	-0.0279481271779551	0.0546192076078458	0.0436381041827392	0.121518681736773	-0.0050717742400026	0.0787903613816126	-0.0539301165853381	0.0647775360382973	-0.0343958438820997	0.0187948981912365	0.000964379049832969	-0.0370146087119068	0.0638842456156386	0.0452526398701879	0.117309714773426	-0.0193779892954123	-0.0697324968139466	-0.00307436313582494	0.0227402281492683	0.123495181312099	-0.0748435425112415	-0.0264788579307468	-0.0137217355119313	-0.0644072642334525	0.0807001128487514	0.0649499713776823	-0.161612201235535
R0619V5	-0.12176357250584	0.0313733838968838	0.195599544313825	0.414030302332793	0.00642160121562823	0.0119461259428451	-0.00131447656058978	-0.0557178185715589	0.216719005906109	-0.0104134578707836	0.192799623741116	-0.115343882199991	-0.0162117115764954	0.0356503778922017	-0.0998289374301964	0.0488560881197004	-0.0240455039665896	0.0788698624830224	-0.0296477756558487	-0.0974087053124856	-0.0105117397568781	-0.126468180969108	0.0134992404879786	-0.0670707597304858	0.165659765272917	-0.0592001467704962	0.335711899702874	-0.0109623822974141	-0.0544504243168433	0.0258542521718373	-0.110257284445107	2.50616632844116e-05	-0.120424533421624	0.0725120753390336	0.00516710574082151	0.066098719577751	-0.0979440143738468
R0605V5	-0.0208451472734817	-0.0515831175573211	0.118367869187043	-0.0908405512919062	-0.0306643895505539	0.132630288903094	-0.135244840268383	-0.0126556012475379	0.21905439174854	0.24560529197276	-0.0737529122372694	0.0245375253360954	-0.0207281894003595	0.031598351733537	-0.0859229598032161	0.0631473391326549	-0.0367826346113638	0.172698850126786	-0.000936648021849591	-0.113360409507618	-0.036844208513745	0.0983368093108722	-0.0475714014976117	-0.042265916657356	0.0416124305104774	-0.0824725844709997	-0.0250817838409835	0.0237175057368164	0.0382502842398656	-0.0605941177982338	0.17537525704168	-0.0965093964991863	-0.0542390813772719	-0.127314042102028	-0.012453344313965	0.00856805736238951	-0.106527529146606
R0703V5	-0.136304921107809	0.140436860058039	0.0960127071228155	-0.0975456635140822	-0.082006508015429	0.0594412499548024	-0.156341761264223	-0.0407518181755382	0.0560037227371208	0.040311330547374	-0.0292301653720178	0.0536838154746245	-0.0679218698966453	0.0545380594603243	0.0536900223011346	-0.0283419439447172	-0.0477049050427832	-0.00760559988002883	-0.0267420256442682	0.0298575622180531	-0.0125918126895697	0.0193676697274471	-0.137622953450946	0.0376865642918371	0.017073567360333	-0.114936290069679	-0.0589274982079938	-0.0133928520776834	-0.0749210683876813	-0.0984489937255412	-0.0823412676464362	-0.0473118893783798	0.0135127880414738	-0.11484065347775	-0.106118528403484	-0.0245030261229551	-0.124167284825439
R0725V5	-0.0814627973613751	0.0256508824462848	-0.0535904516443031	0.0890795960966735	0.0242905881923612	-0.0291905342579955	0.14112841196866	0.0226671341881843	0.112631817204673	0.0841571811591074	-0.0385922847259036	-0.00834135002413113	0.0949275991240854	-0.000127913358759304	0.0368729859470609	0.0252600311187528	-0.0160297939588254	0.0537515473490793	0.00726861612986305	0.0369011357937224	0.00301012135640289	0.00718432502373665	0.0113712658930324	0.0429264673276441	0.00880684898257782	0.0629028467116091	-0.0251221852058214	0.0311858432746968	0.167777215039501	-0.0759082336446649	-0.0359563760705817	0.149666057818446	-0.00595792846922771	0.0431495615887536	0.0740502017899461	0.0720390281718356	-0.111463356974421
R0710V5	0.0315581991664286	-0.0476698605767528	0.0323949369183047	-0.00156342574509033	0.0274544677068217	0.0173871814327288	0.0863481149800658	0.0178025092282568	0.0873076024487942	0.0893565077032921	-0.0260960978809345	0.0644545526006166	-0.0544631610440458	0.0176514182869273	0.118406511738566	0.0790778840607107	0.00524108232535858	0.0555698615157252	-0.0069832018585103	-0.0107425825493094	0.00150812815435085	0.246736500926588	-0.0578954863768988	-0.0318105443483737	0.107657145664591	-0.0304002789824742	-0.0375671627321215	0.0241186960806241	-0.0480968765711385	0.0252388516819185	0.10100406577075	-0.0493699088456439	0.0998313111907646	0.264402895181617	-0.0505680483799255	0.077319223731646	-0.104081532296624
R0709V5	-0.00974962172787134	0.0234345258895933	-0.0302815183247138	-0.0417967792547451	-0.0791618104325028	-0.0997643167293453	-0.119196009788391	0.113527334005637	-0.0836598915223554	0.0443797753046747	-0.110155494121784	-0.108415502604345	-0.0630431982304055	-0.110305349177487	0.131456189570415	0.011770498451256	-0.00622643468583447	0.0760347595826747	0.0936790635449642	-0.137833143029377	-0.0428992254637388	0.194819541795375	-0.0473040671128314	-0.0515818417543158	0.0012456002208876	-0.139439724254038	0.066234054665788	0.0349662807104586	-0.102236885567241	0.0290382998312879	0.0594827886955408	-0.146630160643892	-0.144363022603584	-0.0615862974694257	-0.0328208527159049	-0.0334197146233388	-0.191193453206331
R0712V5	0.0575182394149673	0.0820834408162114	-0.11287301804785	0.0426239567881946	-0.0881177846711205	-0.0410245485624858	0.00233661529570067	-0.0369937276040645	-0.0507745533484599	-0.0666221280081219	-0.043921750672838	-0.0130326648811613	0.0144631187550583	-0.0766692307635022	0.026998143902154	-0.0362078705906434	-0.0526856053187868	0.00227593363980954	-0.0237239848456479	-0.0962155957406716	0.0654997544469437	-0.00964129616927129	-0.0508552245004909	0.0161237854516273	0.123703668673356	-0.0864056003521419	-0.0397170055571125	0.00188402858630325	0.0510408574087202	0.0763522881058645	0.0308436206324954	0.0527460091575303	-0.0138253840408803	0.020890231563936	0.0829707533076492	0.0426217519617908	-0.159535811809286
R0812V5	0.0236706523165588	-0.051393428481146	0.119490457420713	0.281946913998385	0.112726945371217	-0.0278848765606895	0.269206369202044	-0.0245867564947682	-0.155845243682238	-0.114829966785439	0.00790783701075845	0.0851546898077653	0.0671930236040874	0.0374795531827867	-0.180285072524615	-0.0206086609575542	-0.0300771722715079	0.0873762961890342	-0.0366883604009717	-0.0678515310983751	-0.047381297920494	-0.15606621285637	0.111241778156524	-0.145171711871315	0.269483638464016	0.0440785465828837	-0.0413577127548906	-0.00176364260735197	0.0298100578227426	-0.0617592807395778	-0.0802751377778931	0.045002114052926	0.0140932479123843	0.128797168489308	0.209013941439725	0.473185420208595	-0.00377994534174903
R0816V5	0.174220799226406	-0.0906421718205452	-0.113048077691747	0.0513670234807128	0.0548183591630593	0.0160907245118413	0.0602953825240997	0.00384705652827325	-0.068816413550673	0.175778942141741	-0.0457395230487392	-0.0172566924881329	0.100778318243738	-0.0304874086576607	0.0374534142926801	-0.0418404119866356	-0.0297498770002203	0.0266655380342962	-0.00410490491793742	0.00115649836875238	-0.0420425019904541	-0.0505330135976362	0.148238347310618	0.0733269531907556	-0.00737847974285124	0.019674100583262	-0.00746736140941793	0.0100437475834484	0.0302758394812908	-0.0838435689794808	-0.0793176931674659	0.0206744720566984	-0.0728417095003936	0.000912674013124663	0.176108674935774	0.00135708601323016	-0.00340615566249112
R0811V5	0.038581300666886	0.075397457949696	-0.0827421098186569	0.109834588329194	-0.0568612359185636	0.0811493779110484	0.00738982120608644	0.0299716220026643	0.0659040123571407	0.185697342147767	-0.0342179332528754	-0.0165428451094284	0.0562739055864952	-0.0215688069501476	0.233695890015367	-0.0354015331032312	-0.010628609486323	0.0656485637900067	0.0348421084344627	0.0182395294622964	-0.0435019080302845	0.238041723955727	-0.0518978369398239	0.407613067100581	-0.0827697654530004	-0.035253499232871	0.0230465585556054	0.0308486496688076	0.00501034005530769	-0.0621611735704879	0.0363319084190926	0.0295292771348366	0.0116295206824697	0.0526009127824817	0.136340273194811	0.0985114160718231	0.153865993228623
R0827V5	0.110181253505401	-0.0258355401066856	-0.112540821638911	0.112888413196505	0.15656878882221	0.0761851513945946	0.0820406845208268	-0.0297416144335357	-0.109344435430337	-0.0898629467064203	-0.0244644903750707	-0.0971938149878989	0.257401179100515	0.120702460815977	0.00870760656900164	0.037894333090863	-0.0430155700287256	0.0258731445534187	-0.0267131158182922	0.0952090596557533	-0.074722109100237	-0.0833520715349977	0.118736064561835	-0.0533958768046181	0.073546207824659	0.0975476320231647	-0.0766881902586019	-0.0034853087408076	-0.0352896961187527	-0.14452214974127	-0.125200353640938	0.110652058095208	-0.117483917004407	0.0639873444747668	-0.0449554242817985	0.0118111559030656	0.0447242546417891
R0808V5	-0.0868644702082668	-0.0367504799460226	-0.0429083181787406	-0.0149424813239179	0.187491145416541	0.106023289425378	-0.00943442524604357	-0.0316588528093661	-0.15509719105982	-0.0555266623403471	0.146626515159103	0.00881461358850725	0.0549822720003042	0.162849153081402	-0.0825558455663989	-0.0460592155167986	0.00299795613501719	-0.037671586075003	-0.0252183448794163	0.182370263477179	-0.0507980218766784	-0.110199385684811	0.0931721316244287	0.0010902961712095	-0.0325853561668304	0.143317814443992	-0.043664262233619	0.00770849317099644	-0.00432836228185724	-0.110064592376743	-0.154550480090315	-0.0053955566382869	-0.00261752163554832	-0.03562082944549	0.0202751382749384	0.0889752034828221	-0.0412177806951705
R0825V5	-0.0577881423846947	0.0586707540186421	-0.0502116061034448	0.108498458426407	0.0301681212684829	-0.0860871371957068	0.0955407627671287	0.0432940361234649	-0.0735386482815152	-0.0808972921358608	-0.0729905166239109	0.0626616388441708	0.0485472977507897	-0.00463582988251538	-0.0463333007830858	-0.0144603681429432	-0.0713446433612956	0.219013696445762	0.526696936802507	-0.00390177733989981	-0.0462205762157147	-0.06777601304466	0.0937920752229346	-0.0704173066531214	0.118843595662609	-0.0538077177615423	0.00482870422687549	0.885651312134667	-0.0632356017905011	-0.0744745185996899	-0.0288283828400183	-0.0376435593860521	0.0149028009756662	0.212455042175899	0.0403459054359041	0.169828286059631	0.0432806222422313
R0919V5	0.129156504056035	0.00437676064236918	-0.121551670238697	0.0187384163118312	0.16931332980902	0.146367022730578	-0.0264557667204927	-0.0493896610656517	0.0588224393678006	0.15916112929502	0.119952192539682	-0.127572068394624	0.117622641716895	0.145173023624055	-0.0350226517207864	-0.0653450287214712	-0.0424966548340104	-0.00287334223253432	-0.0241379813620487	0.151927655628866	0.0438785915811586	-0.0716689527752741	0.104256858894369	0.06060926718231	-0.045700240403064	0.0981949085242561	-0.0545972708210046	0.00876048522407082	0.060402101834616	0.0221152940758953	-0.0969452588199983	0.18399627284618	-0.100131963917514	0.122510941988267	0.00727444798872511	-0.0781487722129201	0.101032320320442
R0917V5	0.00199024541441123	-0.0701609380415797	0.150919474998867	0.138297216824737	0.0173846628471298	-0.0266414055213107	0.222632890651558	-0.0401716582735934	0.119951034647547	0.0946688339571475	0.158654090282454	0.0689756761679969	0.0353972308264893	-0.0444723192313643	-0.00808287912618983	0.099923329765216	-0.0111437256984522	0.136340913931666	-0.0316794112025802	-0.00194396458563926	0.179181903266427	-0.0485972450579056	0.15038855083697	-0.0023306580375743	0.0869913583311341	0.0359767123194081	-0.0586036293644949	-0.00613893235585897	-0.00958068728625959	-0.132036054701646	-0.0061148488985743	0.0324525348705836	0.0321825127287045	0.0537931788375228	0.162273012673645	0.0946932358426855	0.0407134078948282
R1017V5	0.067916081760158	-0.0794009564159662	-0.0350177721346636	0.0364657289252016	0.238204813339113	0.0165996482641876	0.0261848923105526	0.0151726527756737	-0.0833240187931898	0.0541107197009748	0.115393907068454	-0.0938025005765247	-0.0572084187797307	0.0114388456680593	-0.0641450699869545	-0.0623916928467236	0.0565932892112294	-0.0782023205003507	0.00106889151990699	-0.065922932771413	-0.0657220398211935	0.000906901405798938	0.102899736059877	-0.0152975118633698	0.042910732700462	0.0761007445498813	-0.00351396622093733	0.0148576919447189	0.166159661384444	-0.144791053841404	0.000482468161306305	0.108730361761964	-0.105226936179836	-0.0172396345037693	0.021024863494479	0.0354731393510215	-0.00752542975362725
R1009V5	-0.0851937266472471	0.0384375330200542	0.0488429500460302	0.0249933194773151	0.106252669875195	0.0623582642977759	-0.0220952704955811	-0.0491437215627042	-0.000462995587812838	-0.0103963934906452	0.170140061369836	0.0524847447203354	-0.0181978883157949	0.131924367666358	-0.120705597091989	-0.000660123764879202	0.0180899749302726	-0.0147910306508461	-0.0315552440834824	0.0518375924900363	-0.0472714218010779	-0.121259655802287	-0.0031234391693194	-0.0722906992338789	0.0867769029633293	0.00168186898616791	-0.0915258018428636	0.00880273853993039	-0.0657887095089512	-0.0698327293891626	-0.140357598453948	-0.0715631938819114	-0.0473021357336296	-0.0198281232039449	0.0185593649829024	0.0241774814647428	-0.153599566290967
R1028V5	0.0771613098429336	-0.0624570121759531	-0.0698187743422952	0.13564556114675	-0.046408281182427	-0.000152296758710568	0.120001429291049	-0.0193298500988414	-0.104644529822296	-0.00120639497015041	-0.00614847899987288	0.0851285098765424	0.20048224993845	-0.100096819056408	-0.146472068209778	-0.0231435932323847	-0.0454968246891931	0.00981984008567937	0.0239733960820491	0.0771427250872782	-0.0503835343487274	-0.07027471502779	0.0341840045437108	-0.0744515170128994	-0.0828180058943139	0.065436883266924	-0.000941705491451689	0.0296276564607228	0.157338067587098	-0.129202420971617	-0.0298555054570236	0.0889786613214226	-0.0161513835513705	-0.00579867459628933	0.0592892636960539	0.0492548544298425	-0.0133238341768773
R1011V5	-0.00118663114814737	0.0791389077729898	-0.0962912581634472	0.165609859206661	0.276651114865982	0.515613586445512	0.146181522613177	-0.0488459639254657	0.128236239891247	0.04268750180597	0.287308919682259	0.2138142829078	0.159535520650279	0.292285999646412	-0.0565096172921125	0.0299800285605447	-0.00520708054357398	0.115850831541888	-0.0123193832800727	0.396345813992127	-0.0530182080494423	-0.0459884204404203	0.168403428130343	0.0277757323031106	0.0068546958470744	0.278941424934038	-0.036192376899064	0.0166874932810909	0.131987196232817	-0.0904292588119273	-0.0367622413320227	0.142879853797307	0.0277438528669496	-0.0380717037292957	0.104960490054264	0.10743514330479	0.0697200722097024
R1005V5	-0.103067804506194	0.026829708990883	0.0824894005816925	0.156198628358739	0.0870195360414024	0.0250466523189803	0.186099006374915	-0.0522819505160712	0.0613208615209374	0.0264904965412461	0.0620638962874986	0.106151724316344	0.105972397308475	0.10887726563183	-0.079852550282482	-0.0385133350492844	-0.0486794544403348	0.114146224218712	-0.03779778790155	0.113569008713693	-0.0232941945766818	-0.0392530560186122	0.0814719858992252	-8.107055415673e-05	0.112651962562658	0.103811289569054	-0.057431973926133	-0.0126259391491185	0.0352660157955904	0.071201124094203	-0.0629264037804581	0.052831403221499	-0.0333049403668678	-0.0390269165694821	0.0573113737484032	0.154989277192724	0.0529519592291314
R1026V5	0.0294630545694064	0.0271880916785239	-0.0365131496125246	-0.060677111422865	0.0831112446093144	-0.0642461891433279	0.0322118710818344	-0.0450412681044004	-0.0175310325222894	0.0124624621112357	0.201751300777047	-0.0212225138405611	-0.116695279775435	-0.0895356571662911	-0.0864682549524711	-0.0111989212588142	2.6925843967256e-05	-0.0159824858821686	-0.0164891951721159	0.0104154477659393	-0.0149800440197874	-0.0525236909248376	-0.0478903952631964	0.155912467653507	-0.142734067437889	0.0554935037769271	-0.0540261721186682	-0.0100942765930846	0.127116038643725	0.0318731895143928	-0.0225989160467622	0.00961040451827963	0.080035621475249	-0.0350003796364974	-0.0667179133292736	-0.13851505360962	0.0971552153864571
R1109V5	0.114949479940558	-0.0972524957325513	-0.0465325506939221	-0.0695239208377662	-0.0424720150959578	-0.101213416885128	-0.0859898968750747	-0.0491476135540703	0.000498826208393126	0.0454866543982886	-0.0776896585389814	-0.0627079207153255	-0.0895984675476027	-0.135305872960445	-0.0864117573563304	-0.0427726263869478	-0.0780814691526417	0.0657144185462273	-0.0182649738319322	-0.13104473493231	-0.0351706203835182	-0.0448535050415082	-0.037673704049075	0.0269973992543887	-0.103281368285593	-0.135457999685797	-0.040809379572646	0.0325682655597494	-0.0638775355423798	-0.0627477071231393	-0.0437426804223909	-0.0774849297441876	-0.0591575571513519	-0.0494944511249157	-0.0598645100554022	-0.0556155295959819	-0.143312536170769
R1108V5	0.0646512803608815	0.0131324037885687	-0.0340281124558907	-0.105421269137796	0.0364207505995414	-0.00101486061889458	-0.137660146004441	-0.0244982072357658	-0.076128004585821	-0.140368009337074	-0.0904478761034725	-0.0859577957420216	-0.0760800868394659	0.0330222045430361	-0.045745379516136	-0.0777391542164387	-0.0594064899836225	0.0204317744187632	-0.000457093688567135	0.0225657486803586	-0.0228387439811414	-0.0138205887221434	-0.105743522002458	-0.00447673985059131	-0.149244192916485	-0.0733963624560217	-0.0211414292716235	0.0219541121367435	0.0422920676335753	0.106974249124566	-0.122683328224271	0.00306710263520521	-0.0183233788678528	0.0756904459064278	-0.00870674092672651	-0.0947267212526843	0.0190951855510063
R1119V5	0.121146037009943	-0.0807951873017869	-0.0612790239848022	0.10136519623329	0.339212938722056	-0.0342639056575275	0.0887673535098804	-0.0261056118415276	0.0520557727377252	-0.0271311789494578	-0.00400610050362239	0.0458071365484214	0.16131196550213	0.132816063187096	-0.000849087430404701	-0.0135256287845612	-0.0513308542875264	0.027797829435827	-0.0278874786863516	0.158579576691015	-0.0625275002804186	-0.0533785500390698	0.255512817273701	-0.0112038909469652	0.100322685426739	0.143968727481562	-0.0663751029543283	-0.00382134877946079	0.0706973663618527	-0.139614443756766	-0.128511788934673	0.173483453683435	-0.00888372315586486	-0.00638964833470376	0.292585833802901	-0.0338639920279716	0.0786878073700752
R1127V5	-0.00672192975835923	0.0127899884025219	0.0196860274339818	0.017782158866064	-0.0418590691968375	-0.00595702411173495	0.00263023998365005	-0.0589876577202481	0.177978671542586	-0.0884464984290652	-0.0967871894072046	0.143128758871477	-0.0170878021822549	0.0128138663069539	-0.0957199416611661	0.0143076259977737	-0.0781033432335693	0.0685168316676243	-0.014720988356881	0.0789882691814705	-0.0104812389749825	-0.0900056124732562	-0.120378713036637	0.053792071378764	-0.0172168191768827	-0.00207395919549562	-0.0621700678259358	0.00955520953241805	-0.0452572999732644	0.0164874469359046	-0.103530601900057	-0.0131463491429126	0.0467637523246859	0.105767460040329	-0.0537819414963134	-0.0149649852347451	0.0897023243291397
R1128V5	0.0143537084758115	0.0253093273010771	0.0448819717004642	0.0525584735790016	-0.00925638399255082	0.0450110420872558	-0.0358728045732426	-0.0498883693440857	0.0622718531362731	0.123745979767586	-0.0857172607391012	-0.0433887925210497	0.0590304201422336	-0.0212388212803748	0.0572415408527677	-0.0744595191166814	-0.0861318162245221	0.122419200082535	-0.015774534790901	0.0960978575118709	-0.0663487562164653	-0.0479822510721945	-0.0475037774379815	0.0744596316853557	-0.0861362160749642	-0.0153144313281519	-0.0575200724916755	0.00389563335789743	-0.0156229953353188	-0.0657413265534459	-0.0934806881649474	0.114508870197853	-0.0764470677862532	0.010912472148531	0.108757985240166	-0.0695924994651053	0.0373528601167631
R1126V5	0.180270431309424	-0.0601984822999289	-0.109027639096458	-0.0924872984886421	0.0656159886686192	-0.000357791464588879	-0.0575502872412899	-0.0499053723284686	-0.105329161072931	-0.0946406319227895	-0.0589748808423662	0.0241664819960711	-0.120942419970245	-0.00676703068332657	-0.0932081442381318	-0.0672048879980437	-0.0773930191933601	0.0117725949396315	0.006129987802875	-0.0289350582256626	-0.0359772358658344	-0.0936448386275695	0.0158688799076345	0.0242034063826586	-0.0568711781374436	-0.0544774398642518	-0.0756686114335474	0.00178127648451309	-0.0496222475003647	0.0084057945301561	-0.0821861310932829	-0.00658437203790147	-0.00892089847542339	-0.0227644535585733	-0.028926447530206	0.00819903863124491	-0.0550046432283404
R1211V5	0.0473222912940102	0.0797615711709436	-0.0911908160326935	-0.0422060105564329	-0.00139637442356227	-0.0359703096467602	-0.0308366275544288	-0.0580998238653113	-0.127873729794138	-0.000168792074695154	-0.062986024150625	0.0283728000603451	-0.0926171405581049	0.00179540657234021	-0.114797694564825	-0.0549207657500845	-0.0749970345760514	0.0885342404196869	-0.0209141263542714	-0.0507657877208914	-0.027386570041172	-0.0768878478787545	-0.00449811771880461	-0.0774538473301139	-0.0421995280204685	-0.0505593991893556	-0.0797887521238603	0.00154401198071935	-0.0701731957067085	0.237763986327282	-0.0115858054015686	-0.115469857437293	-0.0210643607580685	-0.130250942716676	-0.080057229649341	0.0113574474733172	-0.0141221551534311
R1224V5	-0.0776046214632143	0.000465075248005893	0.264070436078806	-0.0302627764063608	-0.0843452633981376	-0.133275842524382	-0.106893236363409	0.402313230563449	0.101913407035386	0.0179550770847517	-0.109902624786854	-0.0543914105384299	-0.0271719361862993	-0.0579871576459727	0.232754787864616	-0.0757611761203429	0.443042945743245	-0.0665128010265461	0.427756017848266	-0.0229581494687625	-0.0483848865787586	0.154604306481828	-0.096060974076049	-0.0378365111822631	-0.0558361554967689	-0.0484421625869338	0.44871105362	0.152362732103653	-0.0747964205064945	-0.0533765924338205	-0.00273241829151343	-0.0701869163252493	-0.0623010736075909	-0.0660494718785258	-0.0967512713584741	-0.0748726194552016	0.105344377512126
R1205V5	0.0496003703720966	-0.0118592093527109	0.101468938198963	-0.0467733737737427	0.0340256682237993	0.148386202964702	-0.0817071809817419	0.0359358972839474	-0.0606795520860484	0.0532830935836728	0.297368105807353	-0.0792425603071368	-0.0126877644390721	0.023946370967821	0.01574375766266	-0.0243199346502784	0.338700198128551	0.00914581939057312	0.030612192839988	-0.0400991551509542	-0.0425189432452771	0.000291059506459997	-0.0731035586307184	0.061426271652529	-0.0888943932106631	-0.0363504054044123	0.0592462593093378	0.0335266291024295	-0.0465969228929411	0.0179554507039083	-0.0763397277542171	-0.0546887783815091	0.00143759890897664	0.0239794858290683	-0.166616635326029	-0.0288253530951251	0.0585494398137801
R1209V5	0.0869313903758616	0.0182832246707421	-0.104280264631503	0.0975449303200079	0.284505495078745	0.0981440843147883	-0.00695187246724776	-0.00113656737573796	-0.0271255210561236	0.114731013657345	0.225030629914606	0.0540818100612439	0.181272551747904	0.159595129706486	0.0537694479333547	0.0032577025248029	0.0734394866102812	0.00497704201766852	-2.63606257464776e-05	0.146112846155792	-0.0275478013082953	-0.0636457001546678	0.212714623583971	0.192374941056746	0.0770179312177819	0.0961279440999217	-0.0571762694247443	0.016880676598025	-0.0436798391869614	0.119112754894436	-0.0910363987295767	0.04517197223195	0.0374901812687549	0.137851194707768	0.142434943336072	-0.0577861449597175	0.0294846269202783
R1317V5	0.0141043091463648	0.0705036508156612	-0.0755779983148788	-0.090757651217595	-0.038916722130646	-0.160499771367258	-0.103755451559869	0.0297812841562777	0.0338322814499457	-0.0490694353238654	-0.0522010401599921	-0.206763165527445	-0.141711420366763	-0.134109253707542	0.00108628428096876	-0.0409444615756895	0.10221989338998	-0.1291592215329	0.0165849268739827	-0.109623921895964	-0.0574852044859603	-0.0944508834339307	-0.116125837808915	-0.0462475786622402	-0.143703563822991	-0.0689298029355615	0.0882993910754637	-0.016992823645145	-0.0946156678705015	-0.0461496434753567	-0.0626243190014271	0.00535950148667977	-0.168891137206532	-0.104262037624395	-0.122089659794032	-0.121436225259018	0.0643015327489883
R1311V5	0.114434963582789	-0.26129213628458	-0.102080852908356	0.129182165735039	0.149153392407663	-0.0265598515268407	0.119878997457993	0.0513823326444698	0.045109009301074	0.122464242347322	0.0445204360358179	0.0942127350565273	-0.0198397020807627	0.190604479629553	0.00358585267342093	0.030552621191482	0.0892519964255523	-0.116258160290188	-0.0184008771289458	0.108217624473701	-0.0665639293738328	0.0134434221754937	0.0516342434997671	-0.0361380258006664	0.10335941899576	0.22450284117511	0.00841517545287911	-0.0406678583292985	0.0360644304463774	-0.101158792250387	0.142488249340743	0.22951545419052	-0.00766733510462877	-0.0631051479733669	0.00534942467224005	0.125289838204066	0.133403495321197
R1305V5	0.0875264691764979	-0.105989836538862	-0.108833598357437	-0.0654521447553351	-0.116603282720963	-0.0766091316395294	-0.125092073559153	0.0578586978418381	0.0230660514878484	0.146168328002888	-0.115790206950476	-0.138691833162245	-0.127498352093315	-0.0779581649339159	-0.0202039729070992	0.0179341601889984	0.35969418816756	-0.103376980575574	0.0059728029011564	-0.119088285698743	-0.044305570855308	-0.0386287562094077	-0.126732020993185	-0.0292311502831601	-0.0379656337321569	-0.125358515652187	0.0233651904757762	0.0187370543686701	-0.129587235167121	0.316113855805519	0.116934994724446	-0.177530365134254	-0.0964204278756352	-0.0472027766790972	-0.156688523331795	-0.0211594522931585	0.00262690529518445
R1301V5	0.0859525620234883	-0.0240407722442574	-0.12261294239152	0.137508977801781	0.0863568501869372	0.0709510372442236	0.215845255539937	0.002286986889261	-0.0058187368677855	-0.149765874848824	0.134335907232235	-0.0720663894191698	0.152066965497287	0.0453386398354299	-0.0488535746440861	-0.0192826139791252	-0.0280267002012409	-0.0504447417236611	-0.0154883584537102	0.00858276960752632	-0.0574485200052105	-0.0925191059330283	0.217394838087804	-0.139857882176413	0.0232750860737491	0.195463694119745	-0.01869093446751	0.00393031373634334	0.569698180261031	-0.103039966499278	-0.00132270079747822	0.35736113340443	-0.0339543832851203	0.0324730940613959	0.215040701114507	0.0644066727759099	0.0462348623522579
