,module,kME,kIN,rename,HbA1C_estimate,HbA1C_p.value,HbA1C_p.adjust,HbA1C.adj.partial_estimate,HbA1C.adj.partial_p.value,HbA1C.adj.partial_p.adjust
LPC 20_2 sn-1,black,0.837613926402496,0.806285529843873,M1-LPC 20_2 sn-1,0.147586885278517,0.136823889106737,0.895130673470853,0.140377292240449,0.163610032863949,0.878574733048664
LPC 20_2 sn-2,black,0.876237692470092,0.922693341348898,M1-LPC 20_2 sn-2,0.19681370941073,0.0463054342844064,0.895130673470853,0.194541261229053,0.052437167823647,0.878574733048664
LPC 20_1 sn-2,black,0.865653066546714,1.08196220174695,M1-LPC 20_1 sn-2,0.0178696344367215,0.857813678764649,0.939739704264644,0.0133706680855582,0.89495934231949,0.970991866795625
LPC 20_1 sn-1,black,0.859538332620246,1.09381897616135,M1-LPC 20_1 sn-1,0.0975067668340146,0.327162259466416,0.895130673470853,0.0945016741768363,0.349669426286604,0.878574733048664
LPC 20_0 sn-1,darkgrey,0.898714761987331,0.549278375878518,M6-LPC 20_0 sn-1,0.12111274109916,0.222976744218266,0.895130673470853,0.112403535823218,0.265521096592722,0.878574733048664
LPC 20_0 sn-2,darkgrey,0.860296781543381,0.449132213875968,M6-LPC 20_0 sn-2,0.111555844801517,0.261923357543158,0.895130673470853,0.0933482788863274,0.355608305394687,0.878574733048664
LPC 22_6 sn-1,brown,0.704018182996072,0.90414693332768,M3-LPC 22_6 sn-1,-0.0264851544285481,0.790577240906453,0.932126283769128,-0.025833667515881,0.798621676999726,0.926317120309018
LPC 22_5 sn-1,salmon,0.826112299764702,0.481089063046057,M27-LPC 22_5 sn-1,0.0520619632988525,0.60147729711449,0.902215945671735,0.0613408624750398,0.544336881301334,0.87871367030389
LPC 22_4,darkmagenta,0.802896065907107,0.107604717140249,M7-LPC 22_4,0.119664893330565,0.228598810032912,0.895130673470853,0.120598736142532,0.23201164090402,0.878574733048664
LPC 22_1,black,0.475188479410992,0.119007566525403,M1-LPC 22_1,0.0463971900901691,0.64165642876862,0.926837063776895,0.0478935431305874,0.63608068720926,0.87871367030389
LPC 22_0,darkgrey,0.862863623466797,0.401733996233253,M6-LPC 22_0,0.0389157257649982,0.696330026380536,0.932126283769128,0.0223750553544903,0.825119603225567,0.935455364122009
LPC 24_0,darkgrey,0.882161264179506,0.465906046967002,M6-LPC 24_0,0.122863370720502,0.216310039878384,0.895130673470853,0.101900560629502,0.313059487575595,0.878574733048664
SM 32_2,darkgreen,0.810623737793831,0.272800832372137,M5-SM 32_2,-0.133488261189656,0.178867985036066,0.895130673470853,-0.11851676472869,0.240230220930792,0.878574733048664
SM 32_1,darkgreen,0.889365960826769,0.402977052020801,M5-SM 32_1,-0.0978205589359533,0.325600422763205,0.895130673470853,-0.0900550063761848,0.372907611425845,0.878574733048664
SM 33_2,darkgreen,0.920749294657043,0.575989835556667,M5-SM 33_2,-0.166183196161834,0.0934097612502889,0.895130673470853,-0.167609304206075,0.0955473853500528,0.878574733048664
SM 33_1,darkgreen,0.892238294857493,0.547207929194262,M5-SM 33_1,-0.122202755769052,0.21880897362974,0.895130673470853,-0.116388940425391,0.24883630243877,0.878574733048664
PE O-34_3,darkturquoise,0.759730040657839,0.138427329548958,M11-PE O-34_3,0.228572773201687,0.0202177341979802,0.895130673470853,0.222724432508961,0.0259273315882562,0.878574733048664
SM 34_2,lightyellow,0.767406316195888,0.222389930664499,M17-SM 34_2,0.0280981559350051,0.778142460403339,0.932126283769128,0.0489823560864043,0.628417145977507,0.87871367030389
SM 34_1,red,0.833257855436892,0.936300210711797,M24-SM 34_1,0.0550952869509269,0.580433144635595,0.89789335071078,0.0649250652754602,0.52102539994795,0.87871367030389
PC 30_0,violet,0.914429738151958,0.453563620513358,M32-PC 30_0,0.0788939405769118,0.428273164263617,0.895130673470853,0.090335190913299,0.371416159605658,0.878574733048664
SM 35_2,lightyellow,0.911436616780541,0.610829842368885,M17-SM 35_2,-0.0707463561756956,0.477626628103495,0.895130673470853,-0.0508620683805305,0.615279615269599,0.87871367030389
PE 34_2,brown,0.640621921156625,0.627504390536703,M3-PE 34_2,0.0787342919636448,0.429211241727663,0.895130673470853,0.0886010589455489,0.380705627592324,0.878574733048664
PE O-36_5,darkturquoise,0.905258769300162,0.568998902382018,M11-PE O-36_5,0.200546183886423,0.0422381161726195,0.895130673470853,0.207564185112697,0.0382495192390628,0.878574733048664
SM 36_3,lightyellow,0.787319266538506,0.306064856094303,M17-SM 36_3,0.0605343500511983,0.543574713559908,0.89789335071078,0.0903190279652221,0.371502097520443,0.878574733048664
SM 36_2,lightyellow,0.922244051558037,0.722052175872821,M17-SM 36_2,-0.0236169845143362,0.81281656773933,0.932126283769128,-0.000551970572356276,0.995651304170941,0.995651304170941
PC 32_2,cyan,0.896465130015754,0.654225401874605,M4-PC 32_2,0.0972149952304575,0.328618785512502,0.895130673470853,0.120798203968441,0.231234686946504,0.878574733048664
SM 36_1,lightyellow,0.824724574981387,0.520112200999695,M17-SM 36_1,-0.0126893121924347,0.898769543551128,0.942258392432634,0.00441309655403542,0.965242115084044,0.995118658801983
PC 32_1,violet,0.962902417162789,0.621954869927788,M32-PC 32_1,0.0806610855720405,0.417968394426947,0.895130673470853,0.0919082265896138,0.363110552907507,0.878574733048664
PC 34_0,brown,0.763643035417179,0.983168881597567,M3-PC 34_0,0.0207212889771472,0.835421142414624,0.935841849995109,0.016457664958389,0.870897557899129,0.964914907899604
PC O-34_2,midnightblue,0.902583470898149,0.848182831273224,M19-PC O-34_2,0.0137683166131363,0.890213272876698,0.941644441006714,0.0152691432345088,0.880148871702081,0.965190074783444
PC 33_1,brown,0.856225380367863,1.63082132618577,M3-PC 33_1,-0.0250648322829307,0.80157040188471,0.932126283769128,-0.0126531092822459,0.90056687868553,0.970991866795625
PE O-38_7,darkturquoise,0.862551572164828,0.404011263160055,M11-PE O-38_7,0.100738274971524,0.311307259474392,0.895130673470853,0.114072060682152,0.258445800948898,0.878574733048664
PE O-38_6,darkturquoise,0.940775982913482,0.730865951097167,M11-PE O-38_6,0.18907900935417,0.0557717178913345,0.895130673470853,0.194137431102807,0.0529384469948159,0.878574733048664
PC 34_4,cyan,0.823153057429577,0.443929943100098,M4-PC 34_4,0.126094878858012,0.204377655436213,0.895130673470853,0.149187787320508,0.138493273547238,0.878574733048664
PC 34_3,cyan,0.786284193282393,0.345388279056204,M4-PC 34_3,0.0316434561744532,0.751011315815934,0.932126283769128,0.0590356442131794,0.559594835679896,0.87871367030389
PC 16_0_18_2,red,0.93332036334205,1.72099040654488,M24-PC 16_0_18_2,0.0444153452358192,0.655969138424551,0.932126283769128,0.0515580194264566,0.610445876924621,0.87871367030389
PC 34_1,brown,0.908207315508006,2.42256517627552,M3-PC 34_1,0.0137077602425867,0.890693147639884,0.941644441006714,0.0228522199314568,0.821451427851325,0.935455364122009
PE 38_6,brown,0.759036563903541,1.14067051225729,M3-PE 38_6,0.0435345253005526,0.662370902001376,0.932126283769128,0.0610295525913627,0.546385453964129,0.87871367030389
PC O-36_5,midnightblue,0.836318693420368,0.713214970427065,M19-PC O-36_5,-0.0134655347603884,0.892613039428653,0.941644441006714,-0.00526909408341822,0.958505714488793,0.995118658801983
PC O-36_4,midnightblue,0.900504699495122,0.754049619828423,M19-PC O-36_4,0.0861607050428614,0.386833208917046,0.895130673470853,0.0991306295838432,0.326463225214233,0.878574733048664
PC 35_3,red,0.820613836959806,0.877253236331222,M24-PC 35_3,0.0277017869641351,0.781193056831657,0.932126283769128,0.0416438832829384,0.680792669006515,0.890970271518594
PC 35_2,red,0.849812014291511,1.05100290846525,M24-PC 35_2,0.0274430461081506,0.783186212345236,0.932126283769128,0.0352517994257057,0.727694325635748,0.909617907044685
L-Thyroxine,grey,-0.133660603211227,0.00365298312137452,M14-L-Thyroxine,-0.0904712176010724,0.363433279112437,0.895130673470853,-0.0768214964742033,0.44744576597615,0.878574733048664
PC 36_6,lightgreen,0.806879382669421,0.239454535628813,M16-PC 36_6,0.061574818599732,0.536656912659072,0.89789335071078,0.0856286815985857,0.396951391465563,0.878574733048664
PC 36_5,lightgreen,0.928127122937034,0.569575287454152,M16-PC 36_5,0.0531354625949587,0.593990985854824,0.89789335071078,0.0656792359054475,0.516185587713398,0.87871367030389
PC 36_4,darkred,0.972197577988891,1.00662237335401,M10-PC 36_4,0.0815969567532613,0.412569829971206,0.895130673470853,0.090806191930894,0.368917196388205,0.878574733048664
PC 36_3,red,0.873884070760259,1.28197831214605,M24-PC 36_3,0.0660780105187826,0.507228401515404,0.895130673470853,0.0696997678972893,0.490777089210752,0.87871367030389
PC 36_2,red,0.963058343377904,2.1707711316245,M24-PC 36_2,0.123914849518227,0.212374427457989,0.895130673470853,0.128501705752541,0.202609904375616,0.878574733048664
PC O-38_6,midnightblue,0.911446583105543,0.853787829569202,M19-PC O-38_6,0.155850077296237,0.115944953288474,0.895130673470853,0.161574552783064,0.108273241482495,0.878574733048664
PC O-38_5,midnightblue,0.84645437483453,0.718298689192755,M19-PC O-38_5,0.160573474199104,0.105170704279496,0.895130673470853,0.154489597635152,0.124856989684209,0.878574733048664
PC 38_7,red,0.865330465193044,1.29972615415849,M24-PC 38_7,0.137760237875699,0.165235504871498,0.895130673470853,0.129849692428333,0.197874557950166,0.878574733048664
PC 38_6,brown,0.766060661398816,1.08552254200763,M3-PC 38_6,0.0798243066335372,0.42282986826732,0.895130673470853,0.0935962601602345,0.35432618228582,0.878574733048664
PC 38_5,darkred,0.882452344624201,0.412688996833394,M10-PC 38_5,0.0384422850497924,0.699846482282314,0.932126283769128,0.0495149741518004,0.624682594431186,0.87871367030389
PC 38_4,darkred,0.959298236262024,0.957696305031539,M10-PC 38_4,0.153692068454834,0.121143334009589,0.895130673470853,0.162751360160057,0.105693177034887,0.878574733048664
